289; 230; 32778
290; 230; 32751
288; 231; 32777
289; 231; 32783
290; 231; 32768
288; 232; 32781
289; 232; 32792
290; 232; 32782
288; 233; 32787
289; 233; 32805
290; 233; 32798
289; 234; 32809
290; 234; 32807
289; 235; 32808
290; 235; 32809
291; 235; 32781
289; 236; 32810
290; 236; 32811
291; 236; 32791
289; 237; 32810
290; 237; 32814
291; 237; 32796
289; 238; 32806
290; 238; 32815
291; 238; 32799
289; 239; 32800
290; 239; 32810
291; 239; 32800
289; 240; 32795
290; 240; 32804
291; 240; 32797
292; 240; 32768
289; 241; 32788
290; 241; 32798
291; 241; 32790
292; 241; 32767
289; 242; 32782
290; 242; 32794
291; 242; 32785
292; 242; 32769
289; 243; 32776
290; 243; 32791
291; 243; 32784
292; 243; 32773
293; 243; 32759
290; 244; 32790
291; 244; 32790
292; 244; 32784
293; 244; 32763
290; 245; 32792
291; 245; 32803
292; 245; 32801
293; 245; 32770
290; 246; 32790
291; 246; 32814
292; 246; 32815
293; 246; 32774
291; 247; 32813
292; 247; 32817
293; 247; 32774
291; 248; 32815
292; 248; 32811
293; 248; 32778
291; 249; 32814
292; 249; 32810
293; 249; 32786
291; 250; 32817
292; 250; 32815
293; 250; 32799
291; 251; 32816
292; 251; 32817
293; 251; 32802
294; 251; 32755
291; 252; 32807
292; 252; 32813
293; 252; 32792
294; 252; 32739
291; 253; 32800
292; 253; 32803
293; 253; 32782
294; 253; 32732
