,angle,distance,homogeneity
7,0.7853981633974483,3,[0.29053532]
8,0.7853981633974483,4,[0.28004108]
9,0.7853981633974483,5,[0.26114844]
10,1.5707963267948966,1,[0.35889659]
11,1.5707963267948966,2,[0.31181061]
12,1.5707963267948966,3,[0.30667334]
13,1.5707963267948966,4,[0.29802458]
14,1.5707963267948966,5,[0.29008945]
15,4.71238898038469,1,[0.35889659]
16,4.71238898038469,2,[0.31181061]
17,4.71238898038469,3,[0.30667334]
18,4.71238898038469,4,[0.29802458]
19,4.71238898038469,5,[0.29008945]
0,0.0,1,[0.74611675]
1,0.0,2,[0.7074537]
2,0.0,3,[0.70348108]
3,0.0,4,[0.69944144]
4,0.0,5,[0.69814841]
5,0.7853981633974483,1,[0.7703685]
6,0.7853981633974483,2,[0.7703685]
7,0.7853981633974483,3,[0.71767878]
8,0.7853981633974483,4,[0.69544953]
9,0.7853981633974483,5,[0.68328096]
10,1.5707963267948966,1,[0.76573966]
11,1.5707963267948966,2,[0.71513564]
12,1.5707963267948966,3,[0.70600099]
13,1.5707963267948966,4,[0.6997368]
14,1.5707963267948966,5,[0.6929337]
15,4.71238898038469,1,[0.76573966]
16,4.71238898038469,2,[0.71513564]
17,4.71238898038469,3,[0.70600099]
18,4.71238898038469,4,[0.6997368]
19,4.71238898038469,5,[0.6929337]
0,0.0,1,[0.61582169]
1,0.0,2,[0.56779167]
2,0.0,3,[0.57340463]
3,0.0,4,[0.57230773]
4,0.0,5,[0.56784863]
5,0.7853981633974483,1,[0.60498398]
6,0.7853981633974483,2,[0.60498398]
7,0.7853981633974483,3,[0.55687904]
8,0.7853981633974483,4,[0.53334717]
9,0.7853981633974483,5,[0.52550184]
10,1.5707963267948966,1,[0.6553688]
11,1.5707963267948966,2,[0.5622193]
12,1.5707963267948966,3,[0.54699251]
13,1.5707963267948966,4,[0.52912819]
14,1.5707963267948966,5,[0.51851031]
15,4.71238898038469,1,[0.6553688]
16,4.71238898038469,2,[0.5622193]
17,4.71238898038469,3,[0.54699251]
18,4.71238898038469,4,[0.52912819]
19,4.71238898038469,5,[0.51851031]
0,0.0,1,[0.27532748]
1,0.0,2,[0.24140031]
2,0.0,3,[0.2282504]
3,0.0,4,[0.22828818]
4,0.0,5,[0.21559244]
5,0.7853981633974483,1,[0.21403428]
6,0.7853981633974483,2,[0.21403428]
7,0.7853981633974483,3,[0.22377111]
8,0.7853981633974483,4,[0.20517266]
9,0.7853981633974483,5,[0.21119129]
10,1.5707963267948966,1,[0.25141167]
11,1.5707963267948966,2,[0.21169375]
12,1.5707963267948966,3,[0.22242151]
13,1.5707963267948966,4,[0.22074694]
14,1.5707963267948966,5,[0.21815493]
15,4.71238898038469,1,[0.25141167]
16,4.71238898038469,2,[0.21169375]
17,4.71238898038469,3,[0.22242151]
18,4.71238898038469,4,[0.22074694]
19,4.71238898038469,5,[0.21815493]
0,0.0,1,[0.53175942]
1,0.0,2,[0.51970854]
2,0.0,3,[0.53210013]
3,0.0,4,[0.53539267]
4,0.0,5,[0.5271928]
5,0.7853981633974483,1,[0.59610092]
6,0.7853981633974483,2,[0.59610092]
7,0.7853981633974483,3,[0.54399803]
8,0.7853981633974483,4,[0.52892513]
9,0.7853981633974483,5,[0.51985361]
10,1.5707963267948966,1,[0.60947154]
11,1.5707963267948966,2,[0.54648984]
12,1.5707963267948966,3,[0.54171356]
13,1.5707963267948966,4,[0.53617402]
14,1.5707963267948966,5,[0.53116822]
15,4.71238898038469,1,[0.60947154]
16,4.71238898038469,2,[0.54648984]
17,4.71238898038469,3,[0.54171356]
18,4.71238898038469,4,[0.53617402]
19,4.71238898038469,5,[0.53116822]
0,0.0,1,[0.3783109]
1,0.0,2,[0.38059021]
2,0.0,3,[0.38132758]
3,0.0,4,[0.3868241]
4,0.0,5,[0.39261335]
5,0.7853981633974483,1,[0.41967696]
6,0.7853981633974483,2,[0.41967696]
7,0.7853981633974483,3,[0.39881397]
8,0.7853981633974483,4,[0.39270967]
9,0.7853981633974483,5,[0.39671823]
10,1.5707963267948966,1,[0.53447149]
11,1.5707963267948966,2,[0.43566948]
12,1.5707963267948966,3,[0.41848858]
13,1.5707963267948966,4,[0.40623664]
14,1.5707963267948966,5,[0.39455614]
15,4.71238898038469,1,[0.53447149]
16,4.71238898038469,2,[0.43566948]
17,4.71238898038469,3,[0.41848858]
18,4.71238898038469,4,[0.40623664]
19,4.71238898038469,5,[0.39455614]
0,0.0,1,[0.65626682]
1,0.0,2,[0.51817579]
2,0.0,3,[0.44248881]
3,0.0,4,[0.40650564]
4,0.0,5,[0.37719252]
5,0.7853981633974483,1,[0.57536473]
6,0.7853981633974483,2,[0.57536473]
7,0.7853981633974483,3,[0.47160849]
8,0.7853981633974483,4,[0.42737666]
9,0.7853981633974483,5,[0.3945749]
10,1.5707963267948966,1,[0.63832162]
11,1.5707963267948966,2,[0.54236184]
12,1.5707963267948966,3,[0.53203995]
13,1.5707963267948966,4,[0.50414027]
14,1.5707963267948966,5,[0.48651895]
15,4.71238898038469,1,[0.63832162]
16,4.71238898038469,2,[0.54236184]
17,4.71238898038469,3,[0.53203995]
18,4.71238898038469,4,[0.50414027]
19,4.71238898038469,5,[0.48651895]
0,0.0,1,[0.9354519]
1,0.0,2,[0.89987054]
2,0.0,3,[0.89038238]
3,0.0,4,[0.8889947]
4,0.0,5,[0.89002349]
5,0.7853981633974483,1,[0.95148565]
6,0.7853981633974483,2,[0.95148565]
7,0.7853981633974483,3,[0.92080649]
8,0.7853981633974483,4,[0.89997667]
9,0.7853981633974483,5,[0.88308057]
10,1.5707963267948966,1,[0.93997331]
11,1.5707963267948966,2,[0.90698239]
12,1.5707963267948966,3,[0.89665738]
13,1.5707963267948966,4,[0.89616456]
14,1.5707963267948966,5,[0.89669905]
15,4.71238898038469,1,[0.93997331]
16,4.71238898038469,2,[0.90698239]
17,4.71238898038469,3,[0.89665738]
18,4.71238898038469,4,[0.89616456]
19,4.71238898038469,5,[0.89669905]
0,0.0,1,[0.85710689]
1,0.0,2,[0.80702234]
2,0.0,3,[0.80102956]
3,0.0,4,[0.8004537]
4,0.0,5,[0.79991727]
5,0.7853981633974483,1,[0.87140954]
6,0.7853981633974483,2,[0.87140954]
7,0.7853981633974483,3,[0.82142816]
8,0.7853981633974483,4,[0.79540516]
9,0.7853981633974483,5,[0.77499142]
10,1.5707963267948966,1,[0.87803093]
11,1.5707963267948966,2,[0.81234415]
12,1.5707963267948966,3,[0.78814447]
13,1.5707963267948966,4,[0.77752489]
14,1.5707963267948966,5,[0.76995649]
15,4.71238898038469,1,[0.87803093]
16,4.71238898038469,2,[0.81234415]
17,4.71238898038469,3,[0.78814447]
18,4.71238898038469,4,[0.77752489]
19,4.71238898038469,5,[0.76995649]
0,0.0,1,[0.60325946]
1,0.0,2,[0.43101572]
2,0.0,3,[0.34789963]
3,0.0,4,[0.29603101]
4,0.0,5,[0.25101274]
5,0.7853981633974483,1,[0.50669164]
6,0.7853981633974483,2,[0.50669164]
7,0.7853981633974483,3,[0.35913175]
8,0.7853981633974483,4,[0.27892777]
9,0.7853981633974483,5,[0.21778719]
10,1.5707963267948966,1,[0.63419321]
11,1.5707963267948966,2,[0.4897089]
12,1.5707963267948966,3,[0.46581594]
13,1.5707963267948966,4,[0.43617364]
14,1.5707963267948966,5,[0.39353219]
15,4.71238898038469,1,[0.63419321]
16,4.71238898038469,2,[0.4897089]
17,4.71238898038469,3,[0.46581594]
18,4.71238898038469,4,[0.43617364]
19,4.71238898038469,5,[0.39353219]
0,0.0,1,[0.94946526]
1,0.0,2,[0.91337516]
2,0.0,3,[0.89675761]
3,0.0,4,[0.89432516]
4,0.0,5,[0.89607064]
5,0.7853981633974483,1,[0.95917382]
6,0.7853981633974483,2,[0.95917382]
7,0.7853981633974483,3,[0.93085341]
8,0.7853981633974483,4,[0.91070994]
9,0.7853981633974483,5,[0.89411789]
10,1.5707963267948966,1,[0.95481713]
11,1.5707963267948966,2,[0.92440566]
12,1.5707963267948966,3,[0.91150136]
13,1.5707963267948966,4,[0.905836]
14,1.5707963267948966,5,[0.90264456]
15,4.71238898038469,1,[0.95481713]
16,4.71238898038469,2,[0.92440566]
17,4.71238898038469,3,[0.91150136]
18,4.71238898038469,4,[0.905836]
19,4.71238898038469,5,[0.90264456]
0,0.0,1,[0.86518234]
1,0.0,2,[0.78559042]
2,0.0,3,[0.76980837]
3,0.0,4,[0.78235738]
4,0.0,5,[0.79517555]
5,0.7853981633974483,1,[0.88196489]
6,0.7853981633974483,2,[0.88196489]
7,0.7853981633974483,3,[0.81970795]
8,0.7853981633974483,4,[0.79650654]
9,0.7853981633974483,5,[0.784291]
10,1.5707963267948966,1,[0.90326674]
11,1.5707963267948966,2,[0.83639709]
12,1.5707963267948966,3,[0.80354998]
13,1.5707963267948966,4,[0.78758266]
14,1.5707963267948966,5,[0.77673438]
15,4.71238898038469,1,[0.90326674]
16,4.71238898038469,2,[0.83639709]
17,4.71238898038469,3,[0.80354998]
18,4.71238898038469,4,[0.78758266]
19,4.71238898038469,5,[0.77673438]
0,0.0,1,[0.4116781]
1,0.0,2,[0.34949142]
2,0.0,3,[0.31922221]
3,0.0,4,[0.34550561]
4,0.0,5,[0.32632501]
5,0.7853981633974483,1,[0.3745194]
6,0.7853981633974483,2,[0.3745194]
7,0.7853981633974483,3,[0.35910771]
8,0.7853981633974483,4,[0.33676591]
9,0.7853981633974483,5,[0.32188739]
10,1.5707963267948966,1,[0.43780454]
11,1.5707963267948966,2,[0.34737826]
12,1.5707963267948966,3,[0.3042947]
13,1.5707963267948966,4,[0.297754]
14,1.5707963267948966,5,[0.31030753]
15,4.71238898038469,1,[0.43780454]
16,4.71238898038469,2,[0.34737826]
17,4.71238898038469,3,[0.3042947]
18,4.71238898038469,4,[0.297754]
19,4.71238898038469,5,[0.31030753]
0,0.0,1,[0.81885922]
1,0.0,2,[0.78012064]
2,0.0,3,[0.77340389]
3,0.0,4,[0.76987419]
4,0.0,5,[0.76836086]
5,0.7853981633974483,1,[0.84397955]
6,0.7853981633974483,2,[0.84397955]
7,0.7853981633974483,3,[0.79732192]
8,0.7853981633974483,4,[0.7730045]
9,0.7853981633974483,5,[0.7587816]
10,1.5707963267948966,1,[0.83613299]
11,1.5707963267948966,2,[0.79185951]
12,1.5707963267948966,3,[0.78238159]
13,1.5707963267948966,4,[0.77493185]
14,1.5707963267948966,5,[0.76748717]
15,4.71238898038469,1,[0.83613299]
16,4.71238898038469,2,[0.79185951]
17,4.71238898038469,3,[0.78238159]
18,4.71238898038469,4,[0.77493185]
19,4.71238898038469,5,[0.76748717]
0,0.0,1,[0.61768626]
1,0.0,2,[0.55536471]
2,0.0,3,[0.55075358]
3,0.0,4,[0.5522085]
4,0.0,5,[0.54980697]
5,0.7853981633974483,1,[0.61926337]
6,0.7853981633974483,2,[0.61926337]
7,0.7853981633974483,3,[0.56925071]
8,0.7853981633974483,4,[0.54410084]
9,0.7853981633974483,5,[0.5337043]
10,1.5707963267948966,1,[0.68941431]
11,1.5707963267948966,2,[0.59223189]
12,1.5707963267948966,3,[0.56299631]
13,1.5707963267948966,4,[0.54692475]
14,1.5707963267948966,5,[0.53494135]
15,4.71238898038469,1,[0.68941431]
16,4.71238898038469,2,[0.59223189]
17,4.71238898038469,3,[0.56299631]
18,4.71238898038469,4,[0.54692475]
19,4.71238898038469,5,[0.53494135]
0,0.0,1,[0.67727273]
1,0.0,2,[0.53457196]
2,0.0,3,[0.4902473]
3,0.0,4,[0.4521405]
4,0.0,5,[0.41759298]
5,0.7853981633974483,1,[0.66305804]
6,0.7853981633974483,2,[0.66305804]
7,0.7853981633974483,3,[0.56506809]
8,0.7853981633974483,4,[0.51412039]
9,0.7853981633974483,5,[0.46699466]
10,1.5707963267948966,1,[0.69795259]
11,1.5707963267948966,2,[0.56232113]
12,1.5707963267948966,3,[0.50704412]
13,1.5707963267948966,4,[0.47080904]
14,1.5707963267948966,5,[0.44622844]
15,4.71238898038469,1,[0.69795259]
16,4.71238898038469,2,[0.56232113]
17,4.71238898038469,3,[0.50704412]
18,4.71238898038469,4,[0.47080904]
19,4.71238898038469,5,[0.44622844]
0,0.0,1,[0.94803805]
1,0.0,2,[0.93190806]
2,0.0,3,[0.92761998]
3,0.0,4,[0.9243023]
4,0.0,5,[0.92080365]
5,0.7853981633974483,1,[0.95408352]
6,0.7853981633974483,2,[0.95408352]
7,0.7853981633974483,3,[0.93249723]
8,0.7853981633974483,4,[0.91934968]
9,0.7853981633974483,5,[0.90575906]
10,1.5707963267948966,1,[0.96055651]
11,1.5707963267948966,2,[0.94276495]
12,1.5707963267948966,3,[0.93502623]
13,1.5707963267948966,4,[0.92752811]
14,1.5707963267948966,5,[0.92225817]
15,4.71238898038469,1,[0.96055651]
16,4.71238898038469,2,[0.94276495]
17,4.71238898038469,3,[0.93502623]
18,4.71238898038469,4,[0.92752811]
19,4.71238898038469,5,[0.92225817]
0,0.0,1,[0.87250233]
1,0.0,2,[0.84026708]
2,0.0,3,[0.84235494]
3,0.0,4,[0.84091722]
4,0.0,5,[0.84119523]
5,0.7853981633974483,1,[0.87764857]
6,0.7853981633974483,2,[0.87764857]
7,0.7853981633974483,3,[0.84242424]
8,0.7853981633974483,4,[0.82897142]
9,0.7853981633974483,5,[0.81843601]
10,1.5707963267948966,1,[0.91224522]
11,1.5707963267948966,2,[0.86385726]
12,1.5707963267948966,3,[0.84147936]
13,1.5707963267948966,4,[0.82995295]
14,1.5707963267948966,5,[0.82222755]
15,4.71238898038469,1,[0.91224522]
16,4.71238898038469,2,[0.86385726]
17,4.71238898038469,3,[0.84147936]
18,4.71238898038469,4,[0.82995295]
19,4.71238898038469,5,[0.82222755]
0,0.0,1,[0.59392714]
1,0.0,2,[0.43447097]
2,0.0,3,[0.376876]
3,0.0,4,[0.34788808]
4,0.0,5,[0.30861198]
5,0.7853981633974483,1,[0.5047867]
6,0.7853981633974483,2,[0.5047867]
7,0.7853981633974483,3,[0.39240899]
8,0.7853981633974483,4,[0.35750338]
9,0.7853981633974483,5,[0.31600908]
10,1.5707963267948966,1,[0.56138382]
11,1.5707963267948966,2,[0.43123892]
12,1.5707963267948966,3,[0.37729832]
13,1.5707963267948966,4,[0.36473199]
14,1.5707963267948966,5,[0.34422749]
15,4.71238898038469,1,[0.56138382]
16,4.71238898038469,2,[0.43123892]
17,4.71238898038469,3,[0.37729832]
18,4.71238898038469,4,[0.36473199]
19,4.71238898038469,5,[0.34422749]
0,0.0,1,[0.7901214]
1,0.0,2,[0.72158937]
2,0.0,3,[0.71339356]
3,0.0,4,[0.70968245]
4,0.0,5,[0.70915781]
5,0.7853981633974483,1,[0.82272115]
6,0.7853981633974483,2,[0.82272115]
7,0.7853981633974483,3,[0.75902837]
8,0.7853981633974483,4,[0.73512469]
9,0.7853981633974483,5,[0.7211942]
10,1.5707963267948966,1,[0.82633777]
11,1.5707963267948966,2,[0.75161728]
12,1.5707963267948966,3,[0.73601393]
13,1.5707963267948966,4,[0.72720106]
14,1.5707963267948966,5,[0.72297769]
15,4.71238898038469,1,[0.82633777]
16,4.71238898038469,2,[0.75161728]
17,4.71238898038469,3,[0.73601393]
18,4.71238898038469,4,[0.72720106]
19,4.71238898038469,5,[0.72297769]
0,0.0,1,[0.7301489]
1,0.0,2,[0.64275047]
2,0.0,3,[0.6351332]
3,0.0,4,[0.64048745]
4,0.0,5,[0.6376378]
5,0.7853981633974483,1,[0.70502873]
6,0.7853981633974483,2,[0.70502873]
7,0.7853981633974483,3,[0.6479397]
8,0.7853981633974483,4,[0.63908594]
9,0.7853981633974483,5,[0.62459422]
10,1.5707963267948966,1,[0.76273931]
11,1.5707963267948966,2,[0.67370018]
12,1.5707963267948966,3,[0.64534478]
13,1.5707963267948966,4,[0.62913474]
14,1.5707963267948966,5,[0.61727046]
15,4.71238898038469,1,[0.76273931]
16,4.71238898038469,2,[0.67370018]
17,4.71238898038469,3,[0.64534478]
18,4.71238898038469,4,[0.62913474]
19,4.71238898038469,5,[0.61727046]
0,0.0,1,[0.73863636]
1,0.0,2,[0.60078478]
2,0.0,3,[0.54058341]
3,0.0,4,[0.50726385]
4,0.0,5,[0.47681152]
5,0.7853981633974483,1,[0.63125771]
6,0.7853981633974483,2,[0.63125771]
7,0.7853981633974483,3,[0.53301577]
8,0.7853981633974483,4,[0.49761131]
9,0.7853981633974483,5,[0.45876274]
10,1.5707963267948966,1,[0.68798871]
11,1.5707963267948966,2,[0.55220397]
12,1.5707963267948966,3,[0.49950138]
13,1.5707963267948966,4,[0.48561688]
14,1.5707963267948966,5,[0.48578576]
15,4.71238898038469,1,[0.68798871]
16,4.71238898038469,2,[0.55220397]
17,4.71238898038469,3,[0.49950138]
18,4.71238898038469,4,[0.48561688]
19,4.71238898038469,5,[0.48578576]
0,0.0,1,[0.9315961]
1,0.0,2,[0.89693517]
2,0.0,3,[0.8818599]
3,0.0,4,[0.87228792]
4,0.0,5,[0.86509989]
5,0.7853981633974483,1,[0.91265046]
6,0.7853981633974483,2,[0.91265046]
7,0.7853981633974483,3,[0.87495393]
8,0.7853981633974483,4,[0.85490737]
9,0.7853981633974483,5,[0.8368012]
10,1.5707963267948966,1,[0.92925124]
11,1.5707963267948966,2,[0.89346258]
12,1.5707963267948966,3,[0.87633883]
13,1.5707963267948966,4,[0.8680287]
14,1.5707963267948966,5,[0.85935503]
15,4.71238898038469,1,[0.92925124]
16,4.71238898038469,2,[0.89346258]
17,4.71238898038469,3,[0.87633883]
18,4.71238898038469,4,[0.8680287]
19,4.71238898038469,5,[0.85935503]
0,0.0,1,[0.86525943]
1,0.0,2,[0.80705351]
2,0.0,3,[0.79117135]
3,0.0,4,[0.77973111]
4,0.0,5,[0.77451679]
5,0.7853981633974483,1,[0.80900275]
6,0.7853981633974483,2,[0.80900275]
7,0.7853981633974483,3,[0.74328551]
8,0.7853981633974483,4,[0.71717389]
9,0.7853981633974483,5,[0.6973234]
10,1.5707963267948966,1,[0.84553151]
11,1.5707963267948966,2,[0.76992614]
12,1.5707963267948966,3,[0.73440365]
13,1.5707963267948966,4,[0.71793725]
14,1.5707963267948966,5,[0.70149644]
15,4.71238898038469,1,[0.84553151]
16,4.71238898038469,2,[0.76992614]
17,4.71238898038469,3,[0.73440365]
18,4.71238898038469,4,[0.71793725]
19,4.71238898038469,5,[0.70149644]
0,0.0,1,[0.3767566]
1,0.0,2,[0.29267554]
2,0.0,3,[0.25907689]
3,0.0,4,[0.24653619]
4,0.0,5,[0.23659428]
5,0.7853981633974483,1,[0.36868894]
6,0.7853981633974483,2,[0.36868894]
7,0.7853981633974483,3,[0.32460223]
8,0.7853981633974483,4,[0.31479638]
9,0.7853981633974483,5,[0.31466621]
10,1.5707963267948966,1,[0.36328326]
11,1.5707963267948966,2,[0.31664995]
12,1.5707963267948966,3,[0.29415337]
13,1.5707963267948966,4,[0.27963175]
14,1.5707963267948966,5,[0.26034448]
15,4.71238898038469,1,[0.36328326]
16,4.71238898038469,2,[0.31664995]
17,4.71238898038469,3,[0.29415337]
18,4.71238898038469,4,[0.27963175]
19,4.71238898038469,5,[0.26034448]
0,0.0,1,[0.67400808]
1,0.0,2,[0.61941241]
2,0.0,3,[0.61372837]
3,0.0,4,[0.61536431]
4,0.0,5,[0.61270863]
5,0.7853981633974483,1,[0.72029548]
6,0.7853981633974483,2,[0.72029548]
7,0.7853981633974483,3,[0.64715536]
8,0.7853981633974483,4,[0.62019061]
9,0.7853981633974483,5,[0.60445315]
10,1.5707963267948966,1,[0.68744839]
11,1.5707963267948966,2,[0.6281696]
12,1.5707963267948966,3,[0.61801972]
13,1.5707963267948966,4,[0.60875524]
14,1.5707963267948966,5,[0.60681962]
15,4.71238898038469,1,[0.68744839]
16,4.71238898038469,2,[0.6281696]
17,4.71238898038469,3,[0.61801972]
18,4.71238898038469,4,[0.60875524]
19,4.71238898038469,5,[0.60681962]
0,0.0,1,[0.52657266]
1,0.0,2,[0.47007722]
2,0.0,3,[0.477898]
3,0.0,4,[0.48379828]
4,0.0,5,[0.48394934]
5,0.7853981633974483,1,[0.54726964]
6,0.7853981633974483,2,[0.54726964]
7,0.7853981633974483,3,[0.49999996]
8,0.7853981633974483,4,[0.4830632]
9,0.7853981633974483,5,[0.47002704]
10,1.5707963267948966,1,[0.58369688]
11,1.5707963267948966,2,[0.48998755]
12,1.5707963267948966,3,[0.47362811]
13,1.5707963267948966,4,[0.46139237]
14,1.5707963267948966,5,[0.4559655]
15,4.71238898038469,1,[0.58369688]
16,4.71238898038469,2,[0.48998755]
17,4.71238898038469,3,[0.47362811]
18,4.71238898038469,4,[0.46139237]
19,4.71238898038469,5,[0.4559655]
0,0.0,1,[0.41732334]
1,0.0,2,[0.36123621]
2,0.0,3,[0.28905911]
3,0.0,4,[0.30490461]
4,0.0,5,[0.27141853]
5,0.7853981633974483,1,[0.30228602]
6,0.7853981633974483,2,[0.30228602]
7,0.7853981633974483,3,[0.30708266]
8,0.7853981633974483,4,[0.28548987]
9,0.7853981633974483,5,[0.26171383]
10,1.5707963267948966,1,[0.33559048]
11,1.5707963267948966,2,[0.3318355]
12,1.5707963267948966,3,[0.28700501]
13,1.5707963267948966,4,[0.3034953]
14,1.5707963267948966,5,[0.27517673]
15,4.71238898038469,1,[0.33559048]
16,4.71238898038469,2,[0.3318355]
17,4.71238898038469,3,[0.28700501]
18,4.71238898038469,4,[0.3034953]
19,4.71238898038469,5,[0.27517673]
0,0.0,1,[0.68589046]
1,0.0,2,[0.63231355]
2,0.0,3,[0.64507684]
3,0.0,4,[0.6545374]
4,0.0,5,[0.65880933]
5,0.7853981633974483,1,[0.76240495]
6,0.7853981633974483,2,[0.76240495]
7,0.7853981633974483,3,[0.69647415]
8,0.7853981633974483,4,[0.67255529]
9,0.7853981633974483,5,[0.66327355]
10,1.5707963267948966,1,[0.71469828]
11,1.5707963267948966,2,[0.65977312]
12,1.5707963267948966,3,[0.6605002]
13,1.5707963267948966,4,[0.65363887]
14,1.5707963267948966,5,[0.65732437]
15,4.71238898038469,1,[0.71469828]
16,4.71238898038469,2,[0.65977312]
17,4.71238898038469,3,[0.6605002]
18,4.71238898038469,4,[0.65363887]
19,4.71238898038469,5,[0.65732437]
0,0.0,1,[0.65807162]
1,0.0,2,[0.60529522]
2,0.0,3,[0.61644721]
3,0.0,4,[0.62332197]
4,0.0,5,[0.62794429]
5,0.7853981633974483,1,[0.6883231]
6,0.7853981633974483,2,[0.6883231]
7,0.7853981633974483,3,[0.64639207]
8,0.7853981633974483,4,[0.63551846]
9,0.7853981633974483,5,[0.6248261]
10,1.5707963267948966,1,[0.72695489]
11,1.5707963267948966,2,[0.64272898]
12,1.5707963267948966,3,[0.62587047]
13,1.5707963267948966,4,[0.61882934]
14,1.5707963267948966,5,[0.61580386]
15,4.71238898038469,1,[0.72695489]
16,4.71238898038469,2,[0.64272898]
17,4.71238898038469,3,[0.62587047]
18,4.71238898038469,4,[0.61882934]
19,4.71238898038469,5,[0.61580386]
0,0.0,1,[0.43916253]
1,0.0,2,[0.31859891]
2,0.0,3,[0.29770139]
3,0.0,4,[0.28381234]
4,0.0,5,[0.27490467]
5,0.7853981633974483,1,[0.32264886]
6,0.7853981633974483,2,[0.32264886]
7,0.7853981633974483,3,[0.29409344]
8,0.7853981633974483,4,[0.31242895]
9,0.7853981633974483,5,[0.28388909]
10,1.5707963267948966,1,[0.34398552]
11,1.5707963267948966,2,[0.28430002]
12,1.5707963267948966,3,[0.30300879]
13,1.5707963267948966,4,[0.26658726]
14,1.5707963267948966,5,[0.27062148]
15,4.71238898038469,1,[0.34398552]
16,4.71238898038469,2,[0.28430002]
17,4.71238898038469,3,[0.30300879]
18,4.71238898038469,4,[0.26658726]
19,4.71238898038469,5,[0.27062148]
0,0.0,1,[0.50137455]
1,0.0,2,[0.40554363]
2,0.0,3,[0.38252534]
3,0.0,4,[0.36874847]
4,0.0,5,[0.3595205]
5,0.7853981633974483,1,[0.4538625]
6,0.7853981633974483,2,[0.4538625]
7,0.7853981633974483,3,[0.37194277]
8,0.7853981633974483,4,[0.33718224]
9,0.7853981633974483,5,[0.31614987]
10,1.5707963267948966,1,[0.44718605]
11,1.5707963267948966,2,[0.36487688]
12,1.5707963267948966,3,[0.34063226]
13,1.5707963267948966,4,[0.32823746]
14,1.5707963267948966,5,[0.31444097]
15,4.71238898038469,1,[0.44718605]
16,4.71238898038469,2,[0.36487688]
17,4.71238898038469,3,[0.34063226]
18,4.71238898038469,4,[0.32823746]
19,4.71238898038469,5,[0.31444097]
0,0.0,1,[0.45472362]
1,0.0,2,[0.35185382]
2,0.0,3,[0.33258757]
3,0.0,4,[0.32137745]
4,0.0,5,[0.31077632]
5,0.7853981633974483,1,[0.3818336]
6,0.7853981633974483,2,[0.3818336]
7,0.7853981633974483,3,[0.31558359]
8,0.7853981633974483,4,[0.28095802]
9,0.7853981633974483,5,[0.25828169]
10,1.5707963267948966,1,[0.41304264]
11,1.5707963267948966,2,[0.31779748]
12,1.5707963267948966,3,[0.2865914]
13,1.5707963267948966,4,[0.26353341]
14,1.5707963267948966,5,[0.24756948]
15,4.71238898038469,1,[0.41304264]
16,4.71238898038469,2,[0.31779748]
17,4.71238898038469,3,[0.2865914]
18,4.71238898038469,4,[0.26353341]
19,4.71238898038469,5,[0.24756948]
0,0.0,1,[0.7295]
1,0.0,2,[0.57]
2,0.0,3,[0.49431373]
3,0.0,4,[0.45808092]
4,0.0,5,[0.43917421]
5,0.7853981633974483,1,[0.50486928]
6,0.7853981633974483,2,[0.50486928]
7,0.7853981633974483,3,[0.40310491]
8,0.7853981633974483,4,[0.29243338]
9,0.7853981633974483,5,[0.29545617]
10,1.5707963267948966,1,[0.56507937]
11,1.5707963267948966,2,[0.41855742]
12,1.5707963267948966,3,[0.41815803]
13,1.5707963267948966,4,[0.37106586]
14,1.5707963267948966,5,[0.30149968]
15,4.71238898038469,1,[0.56507937]
16,4.71238898038469,2,[0.41855742]
17,4.71238898038469,3,[0.41815803]
18,4.71238898038469,4,[0.37106586]
19,4.71238898038469,5,[0.30149968]
0,0.0,1,[0.95184588]
1,0.0,2,[0.92974411]
2,0.0,3,[0.92491997]
3,0.0,4,[0.92120879]
4,0.0,5,[0.91747537]
5,0.7853981633974483,1,[0.96044473]
6,0.7853981633974483,2,[0.96044473]
7,0.7853981633974483,3,[0.93845589]
8,0.7853981633974483,4,[0.92188405]
9,0.7853981633974483,5,[0.90869867]
10,1.5707963267948966,1,[0.95704396]
11,1.5707963267948966,2,[0.93514466]
12,1.5707963267948966,3,[0.92883247]
13,1.5707963267948966,4,[0.92276499]
14,1.5707963267948966,5,[0.91806607]
15,4.71238898038469,1,[0.95704396]
16,4.71238898038469,2,[0.93514466]
17,4.71238898038469,3,[0.92883247]
18,4.71238898038469,4,[0.92276499]
19,4.71238898038469,5,[0.91806607]
0,0.0,1,[0.89959152]
1,0.0,2,[0.86513542]
2,0.0,3,[0.85896954]
3,0.0,4,[0.85753503]
4,0.0,5,[0.8550242]
5,0.7853981633974483,1,[0.89673149]
6,0.7853981633974483,2,[0.89673149]
7,0.7853981633974483,3,[0.85966386]
8,0.7853981633974483,4,[0.84162775]
9,0.7853981633974483,5,[0.82907461]
10,1.5707963267948966,1,[0.90444206]
11,1.5707963267948966,2,[0.85637566]
12,1.5707963267948966,3,[0.83884534]
13,1.5707963267948966,4,[0.8300322]
14,1.5707963267948966,5,[0.82429907]
15,4.71238898038469,1,[0.90444206]
16,4.71238898038469,2,[0.85637566]
17,4.71238898038469,3,[0.83884534]
18,4.71238898038469,4,[0.8300322]
19,4.71238898038469,5,[0.82429907]
0,0.0,1,[0.70107973]
1,0.0,2,[0.55996937]
2,0.0,3,[0.50174451]
3,0.0,4,[0.46599442]
