,angle,distance,energy
2,0.0,3,[0.11443635]
3,0.0,4,[0.10974135]
4,0.0,5,[0.10741308]
5,0.7853981633974483,1,[0.14864432]
6,0.7853981633974483,2,[0.14864432]
7,0.7853981633974483,3,[0.13062797]
8,0.7853981633974483,4,[0.12006596]
9,0.7853981633974483,5,[0.11347693]
10,1.5707963267948966,1,[0.16308303]
11,1.5707963267948966,2,[0.14366545]
12,1.5707963267948966,3,[0.13658644]
13,1.5707963267948966,4,[0.12935339]
14,1.5707963267948966,5,[0.12471734]
15,4.71238898038469,1,[0.16308303]
16,4.71238898038469,2,[0.14366545]
17,4.71238898038469,3,[0.13658644]
18,4.71238898038469,4,[0.12935339]
19,4.71238898038469,5,[0.12471734]
0,0.0,1,[0.69358417]
1,0.0,2,[0.69000829]
2,0.0,3,[0.68719488]
3,0.0,4,[0.684363]
4,0.0,5,[0.68149889]
5,0.7853981633974483,1,[0.69108141]
6,0.7853981633974483,2,[0.69108141]
7,0.7853981633974483,3,[0.68429636]
8,0.7853981633974483,4,[0.67832652]
9,0.7853981633974483,5,[0.67246687]
10,1.5707963267948966,1,[0.6935409]
11,1.5707963267948966,2,[0.68963497]
12,1.5707963267948966,3,[0.68657058]
13,1.5707963267948966,4,[0.68362007]
14,1.5707963267948966,5,[0.68065533]
15,4.71238898038469,1,[0.6935409]
16,4.71238898038469,2,[0.68963497]
17,4.71238898038469,3,[0.68657058]
18,4.71238898038469,4,[0.68362007]
19,4.71238898038469,5,[0.68065533]
0,0.0,1,[0.41497357]
1,0.0,2,[0.40313755]
2,0.0,3,[0.40030465]
3,0.0,4,[0.39771734]
4,0.0,5,[0.39493845]
5,0.7853981633974483,1,[0.41235887]
6,0.7853981633974483,2,[0.41235887]
7,0.7853981633974483,3,[0.39294878]
8,0.7853981633974483,4,[0.38159811]
9,0.7853981633974483,5,[0.37123981]
10,1.5707963267948966,1,[0.42151941]
11,1.5707963267948966,2,[0.3973351]
12,1.5707963267948966,3,[0.38902862]
13,1.5707963267948966,4,[0.37977254]
14,1.5707963267948966,5,[0.37255147]
15,4.71238898038469,1,[0.42151941]
16,4.71238898038469,2,[0.3973351]
17,4.71238898038469,3,[0.38902862]
18,4.71238898038469,4,[0.37977254]
19,4.71238898038469,5,[0.37255147]
0,0.0,1,[0.10608845]
1,0.0,2,[0.09384982]
2,0.0,3,[0.09133366]
3,0.0,4,[0.09061981]
4,0.0,5,[0.09002518]
5,0.7853981633974483,1,[0.09709124]
6,0.7853981633974483,2,[0.09709124]
7,0.7853981633974483,3,[0.09275386]
8,0.7853981633974483,4,[0.0904409]
9,0.7853981633974483,5,[0.08992807]
10,1.5707963267948966,1,[0.09972685]
11,1.5707963267948966,2,[0.09304686]
12,1.5707963267948966,3,[0.09253099]
13,1.5707963267948966,4,[0.09014745]
14,1.5707963267948966,5,[0.08838704]
15,4.71238898038469,1,[0.09972685]
16,4.71238898038469,2,[0.09304686]
17,4.71238898038469,3,[0.09253099]
18,4.71238898038469,4,[0.09014745]
19,4.71238898038469,5,[0.08838704]
0,0.0,1,[0.37405938]
1,0.0,2,[0.36750154]
2,0.0,3,[0.36441792]
3,0.0,4,[0.35990475]
4,0.0,5,[0.35652601]
5,0.7853981633974483,1,[0.37761005]
6,0.7853981633974483,2,[0.37761005]
7,0.7853981633974483,3,[0.36123378]
8,0.7853981633974483,4,[0.35165662]
9,0.7853981633974483,5,[0.34475374]
10,1.5707963267948966,1,[0.37808125]
11,1.5707963267948966,2,[0.36723291]
12,1.5707963267948966,3,[0.36332679]
13,1.5707963267948966,4,[0.35870032]
14,1.5707963267948966,5,[0.35447302]
15,4.71238898038469,1,[0.37808125]
16,4.71238898038469,2,[0.36723291]
17,4.71238898038469,3,[0.36332679]
18,4.71238898038469,4,[0.35870032]
19,4.71238898038469,5,[0.35447302]
0,0.0,1,[0.30821045]
1,0.0,2,[0.306035]
2,0.0,3,[0.30372233]
3,0.0,4,[0.30109909]
4,0.0,5,[0.29932424]
5,0.7853981633974483,1,[0.30705418]
6,0.7853981633974483,2,[0.30705418]
7,0.7853981633974483,3,[0.29575266]
8,0.7853981633974483,4,[0.28819025]
9,0.7853981633974483,5,[0.28595633]
10,1.5707963267948966,1,[0.32125167]
11,1.5707963267948966,2,[0.29800651]
12,1.5707963267948966,3,[0.29214409]
13,1.5707963267948966,4,[0.28815416]
14,1.5707963267948966,5,[0.28539247]
15,4.71238898038469,1,[0.32125167]
16,4.71238898038469,2,[0.29800651]
17,4.71238898038469,3,[0.29214409]
18,4.71238898038469,4,[0.28815416]
19,4.71238898038469,5,[0.28539247]
0,0.0,1,[0.07895444]
1,0.0,2,[0.07424526]
2,0.0,3,[0.07347691]
3,0.0,4,[0.07396707]
4,0.0,5,[0.07356026]
5,0.7853981633974483,1,[0.07328344]
6,0.7853981633974483,2,[0.07328344]
7,0.7853981633974483,3,[0.07316546]
8,0.7853981633974483,4,[0.07372872]
9,0.7853981633974483,5,[0.07287199]
10,1.5707963267948966,1,[0.07472059]
11,1.5707963267948966,2,[0.07246142]
12,1.5707963267948966,3,[0.07322467]
13,1.5707963267948966,4,[0.07237623]
14,1.5707963267948966,5,[0.07167104]
15,4.71238898038469,1,[0.07472059]
16,4.71238898038469,2,[0.07246142]
17,4.71238898038469,3,[0.07322467]
18,4.71238898038469,4,[0.07237623]
19,4.71238898038469,5,[0.07167104]
0,0.0,1,[0.26738504]
1,0.0,2,[0.26402455]
2,0.0,3,[0.26176909]
3,0.0,4,[0.25987678]
4,0.0,5,[0.25704357]
5,0.7853981633974483,1,[0.27215195]
6,0.7853981633974483,2,[0.27215195]
7,0.7853981633974483,3,[0.26019418]
8,0.7853981633974483,4,[0.25403643]
9,0.7853981633974483,5,[0.2476438]
10,1.5707963267948966,1,[0.27677114]
11,1.5707963267948966,2,[0.26517217]
12,1.5707963267948966,3,[0.26156379]
13,1.5707963267948966,4,[0.25770103]
14,1.5707963267948966,5,[0.25448257]
15,4.71238898038469,1,[0.27677114]
16,4.71238898038469,2,[0.26517217]
17,4.71238898038469,3,[0.26156379]
18,4.71238898038469,4,[0.25770103]
19,4.71238898038469,5,[0.25448257]
0,0.0,1,[0.16978801]
1,0.0,2,[0.16873925]
2,0.0,3,[0.16879091]
3,0.0,4,[0.16861446]
4,0.0,5,[0.16862928]
5,0.7853981633974483,1,[0.1696807]
6,0.7853981633974483,2,[0.1696807]
7,0.7853981633974483,3,[0.1682934]
8,0.7853981633974483,4,[0.16802356]
9,0.7853981633974483,5,[0.16909281]
10,1.5707963267948966,1,[0.18891748]
11,1.5707963267948966,2,[0.17125669]
12,1.5707963267948966,3,[0.16944093]
13,1.5707963267948966,4,[0.16875788]
14,1.5707963267948966,5,[0.16844585]
15,4.71238898038469,1,[0.18891748]
16,4.71238898038469,2,[0.17125669]
17,4.71238898038469,3,[0.16944093]
18,4.71238898038469,4,[0.16875788]
19,4.71238898038469,5,[0.16844585]
0,0.0,1,[0.19178456]
1,0.0,2,[0.16118742]
2,0.0,3,[0.14940822]
3,0.0,4,[0.14194792]
4,0.0,5,[0.13802603]
5,0.7853981633974483,1,[0.1717229]
6,0.7853981633974483,2,[0.1717229]
7,0.7853981633974483,3,[0.15508301]
8,0.7853981633974483,4,[0.14432758]
9,0.7853981633974483,5,[0.14125531]
10,1.5707963267948966,1,[0.18167769]
11,1.5707963267948966,2,[0.16228594]
12,1.5707963267948966,3,[0.1588697]
13,1.5707963267948966,4,[0.15440847]
14,1.5707963267948966,5,[0.15477125]
15,4.71238898038469,1,[0.18167769]
16,4.71238898038469,2,[0.16228594]
17,4.71238898038469,3,[0.1588697]
18,4.71238898038469,4,[0.15440847]
19,4.71238898038469,5,[0.15477125]
0,0.0,1,[0.69877023]
1,0.0,2,[0.6946159]
2,0.0,3,[0.69196771]
3,0.0,4,[0.68892446]
4,0.0,5,[0.68582084]
5,0.7853981633974483,1,[0.69979088]
6,0.7853981633974483,2,[0.69979088]
7,0.7853981633974483,3,[0.69037404]
8,0.7853981633974483,4,[0.68357762]
9,0.7853981633974483,5,[0.67737779]
10,1.5707963267948966,1,[0.69942825]
11,1.5707963267948966,2,[0.69452773]
12,1.5707963267948966,3,[0.6917407]
13,1.5707963267948966,4,[0.68879485]
14,1.5707963267948966,5,[0.6859506]
15,4.71238898038469,1,[0.69942825]
16,4.71238898038469,2,[0.69452773]
17,4.71238898038469,3,[0.6917407]
18,4.71238898038469,4,[0.68879485]
19,4.71238898038469,5,[0.6859506]
0,0.0,1,[0.51007384]
1,0.0,2,[0.49110556]
2,0.0,3,[0.48990947]
3,0.0,4,[0.49017414]
4,0.0,5,[0.4905685]
5,0.7853981633974483,1,[0.53021446]
6,0.7853981633974483,2,[0.53021446]
7,0.7853981633974483,3,[0.50414226]
8,0.7853981633974483,4,[0.4945037]
9,0.7853981633974483,5,[0.48711881]
10,1.5707963267948966,1,[0.53213667]
11,1.5707963267948966,2,[0.4956318]
12,1.5707963267948966,3,[0.48868364]
13,1.5707963267948966,4,[0.48610087]
14,1.5707963267948966,5,[0.48408965]
15,4.71238898038469,1,[0.53213667]
16,4.71238898038469,2,[0.4956318]
17,4.71238898038469,3,[0.48868364]
18,4.71238898038469,4,[0.48610087]
19,4.71238898038469,5,[0.48408965]
0,0.0,1,[0.14590883]
1,0.0,2,[0.11508769]
2,0.0,3,[0.1030105]
3,0.0,4,[0.09699196]
4,0.0,5,[0.09427046]
5,0.7853981633974483,1,[0.12639968]
6,0.7853981633974483,2,[0.12639968]
7,0.7853981633974483,3,[0.10487457]
8,0.7853981633974483,4,[0.09424896]
9,0.7853981633974483,5,[0.09220248]
10,1.5707963267948966,1,[0.15213222]
11,1.5707963267948966,2,[0.12650745]
12,1.5707963267948966,3,[0.11784469]
13,1.5707963267948966,4,[0.11418336]
14,1.5707963267948966,5,[0.10754172]
15,4.71238898038469,1,[0.15213222]
16,4.71238898038469,2,[0.12650745]
17,4.71238898038469,3,[0.11784469]
18,4.71238898038469,4,[0.11418336]
19,4.71238898038469,5,[0.10754172]
0,0.0,1,[0.70431516]
1,0.0,2,[0.69812809]
2,0.0,3,[0.69547487]
3,0.0,4,[0.692427]
4,0.0,5,[0.68935508]
5,0.7853981633974483,1,[0.70495528]
6,0.7853981633974483,2,[0.70495528]
7,0.7853981633974483,3,[0.69504291]
8,0.7853981633974483,4,[0.68778842]
9,0.7853981633974483,5,[0.68123969]
10,1.5707963267948966,1,[0.7054744]
11,1.5707963267948966,2,[0.69870775]
12,1.5707963267948966,3,[0.69533635]
13,1.5707963267948966,4,[0.69241885]
14,1.5707963267948966,5,[0.68952377]
15,4.71238898038469,1,[0.7054744]
16,4.71238898038469,2,[0.69870775]
17,4.71238898038469,3,[0.69533635]
18,4.71238898038469,4,[0.69241885]
19,4.71238898038469,5,[0.68952377]
0,0.0,1,[0.51400577]
1,0.0,2,[0.48864728]
2,0.0,3,[0.4879237]
3,0.0,4,[0.48634486]
4,0.0,5,[0.48725172]
5,0.7853981633974483,1,[0.53058605]
6,0.7853981633974483,2,[0.53058605]
7,0.7853981633974483,3,[0.49432561]
8,0.7853981633974483,4,[0.48553975]
9,0.7853981633974483,5,[0.48112239]
10,1.5707963267948966,1,[0.54692777]
11,1.5707963267948966,2,[0.50208703]
12,1.5707963267948966,3,[0.48806182]
13,1.5707963267948966,4,[0.4828597]
14,1.5707963267948966,5,[0.47973467]
15,4.71238898038469,1,[0.54692777]
16,4.71238898038469,2,[0.50208703]
17,4.71238898038469,3,[0.48806182]
18,4.71238898038469,4,[0.4828597]
19,4.71238898038469,5,[0.47973467]
0,0.0,1,[0.118817]
1,0.0,2,[0.11017876]
2,0.0,3,[0.10910073]
3,0.0,4,[0.1095442]
4,0.0,5,[0.10657434]
5,0.7853981633974483,1,[0.11492233]
6,0.7853981633974483,2,[0.11492233]
7,0.7853981633974483,3,[0.11334454]
8,0.7853981633974483,4,[0.11010153]
9,0.7853981633974483,5,[0.11019142]
10,1.5707963267948966,1,[0.12283016]
11,1.5707963267948966,2,[0.10865501]
12,1.5707963267948966,3,[0.10446552]
13,1.5707963267948966,4,[0.1047228]
14,1.5707963267948966,5,[0.10420364]
15,4.71238898038469,1,[0.12283016]
16,4.71238898038469,2,[0.10865501]
17,4.71238898038469,3,[0.10446552]
18,4.71238898038469,4,[0.1047228]
19,4.71238898038469,5,[0.10420364]
0,0.0,1,[0.49775992]
1,0.0,2,[0.4920943]
2,0.0,3,[0.48735089]
3,0.0,4,[0.48247056]
4,0.0,5,[0.47821488]
5,0.7853981633974483,1,[0.49854807]
6,0.7853981633974483,2,[0.49854807]
7,0.7853981633974483,3,[0.48405772]
8,0.7853981633974483,4,[0.47419054]
9,0.7853981633974483,5,[0.46496593]
10,1.5707963267948966,1,[0.49958762]
11,1.5707963267948966,2,[0.49182771]
12,1.5707963267948966,3,[0.48702452]
13,1.5707963267948966,4,[0.48264832]
14,1.5707963267948966,5,[0.47838195]
15,4.71238898038469,1,[0.49958762]
16,4.71238898038469,2,[0.49182771]
17,4.71238898038469,3,[0.48702452]
18,4.71238898038469,4,[0.48264832]
19,4.71238898038469,5,[0.47838195]
0,0.0,1,[0.24414522]
1,0.0,2,[0.24159357]
2,0.0,3,[0.23872574]
3,0.0,4,[0.23839044]
4,0.0,5,[0.23722598]
5,0.7853981633974483,1,[0.24729118]
6,0.7853981633974483,2,[0.24729118]
7,0.7853981633974483,3,[0.23880276]
8,0.7853981633974483,4,[0.2351991]
9,0.7853981633974483,5,[0.23381456]
10,1.5707963267948966,1,[0.26652788]
11,1.5707963267948966,2,[0.24287131]
12,1.5707963267948966,3,[0.23901917]
13,1.5707963267948966,4,[0.23693462]
14,1.5707963267948966,5,[0.23563872]
15,4.71238898038469,1,[0.26652788]
16,4.71238898038469,2,[0.24287131]
17,4.71238898038469,3,[0.23901917]
18,4.71238898038469,4,[0.23693462]
19,4.71238898038469,5,[0.23563872]
0,0.0,1,[0.20787674]
1,0.0,2,[0.17215491]
2,0.0,3,[0.15977784]
3,0.0,4,[0.15220691]
4,0.0,5,[0.14694008]
5,0.7853981633974483,1,[0.20333033]
6,0.7853981633974483,2,[0.20333033]
7,0.7853981633974483,3,[0.17898432]
8,0.7853981633974483,4,[0.16664941]
9,0.7853981633974483,5,[0.15510957]
10,1.5707963267948966,1,[0.21228448]
11,1.5707963267948966,2,[0.17828463]
12,1.5707963267948966,3,[0.16416473]
13,1.5707963267948966,4,[0.15648914]
14,1.5707963267948966,5,[0.15260256]
15,4.71238898038469,1,[0.21228448]
16,4.71238898038469,2,[0.17828463]
17,4.71238898038469,3,[0.16416473]
18,4.71238898038469,4,[0.15648914]
19,4.71238898038469,5,[0.15260256]
0,0.0,1,[0.71251781]
1,0.0,2,[0.70807217]
2,0.0,3,[0.70511937]
3,0.0,4,[0.70204984]
4,0.0,5,[0.69918881]
5,0.7853981633974483,1,[0.71177962]
6,0.7853981633974483,2,[0.71177962]
7,0.7853981633974483,3,[0.70319806]
8,0.7853981633974483,4,[0.69687676]
9,0.7853981633974483,5,[0.69037039]
10,1.5707963267948966,1,[0.71522564]
11,1.5707963267948966,2,[0.70951359]
12,1.5707963267948966,3,[0.70604387]
13,1.5707963267948966,4,[0.70264156]
14,1.5707963267948966,5,[0.69959425]
15,4.71238898038469,1,[0.71522564]
16,4.71238898038469,2,[0.70951359]
17,4.71238898038469,3,[0.70604387]
18,4.71238898038469,4,[0.70264156]
19,4.71238898038469,5,[0.69959425]
0,0.0,1,[0.59074616]
1,0.0,2,[0.57726039]
2,0.0,3,[0.57765232]
3,0.0,4,[0.57559983]
4,0.0,5,[0.57492299]
5,0.7853981633974483,1,[0.5975014]
6,0.7853981633974483,2,[0.5975014]
7,0.7853981633974483,3,[0.57862473]
8,0.7853981633974483,4,[0.57306509]
9,0.7853981633974483,5,[0.56929969]
10,1.5707963267948966,1,[0.62396382]
11,1.5707963267948966,2,[0.59147697]
12,1.5707963267948966,3,[0.58017281]
13,1.5707963267948966,4,[0.57566667]
14,1.5707963267948966,5,[0.5727319]
15,4.71238898038469,1,[0.62396382]
16,4.71238898038469,2,[0.59147697]
17,4.71238898038469,3,[0.58017281]
18,4.71238898038469,4,[0.57566667]
19,4.71238898038469,5,[0.5727319]
0,0.0,1,[0.13754927]
1,0.0,2,[0.11222627]
2,0.0,3,[0.10457145]
3,0.0,4,[0.10110391]
4,0.0,5,[0.09749744]
5,0.7853981633974483,1,[0.1214035]
6,0.7853981633974483,2,[0.1214035]
7,0.7853981633974483,3,[0.10626911]
8,0.7853981633974483,4,[0.10110183]
9,0.7853981633974483,5,[0.09729045]
10,1.5707963267948966,1,[0.12754334]
11,1.5707963267948966,2,[0.10757483]
12,1.5707963267948966,3,[0.10163777]
13,1.5707963267948966,4,[0.09798013]
14,1.5707963267948966,5,[0.09506751]
15,4.71238898038469,1,[0.12754334]
16,4.71238898038469,2,[0.10757483]
17,4.71238898038469,3,[0.10163777]
18,4.71238898038469,4,[0.09798013]
19,4.71238898038469,5,[0.09506751]
0,0.0,1,[0.45448661]
1,0.0,2,[0.44129087]
2,0.0,3,[0.44064158]
3,0.0,4,[0.43922286]
4,0.0,5,[0.43800121]
5,0.7853981633974483,1,[0.47594759]
6,0.7853981633974483,2,[0.47594759]
7,0.7853981633974483,3,[0.44572099]
8,0.7853981633974483,4,[0.43902178]
9,0.7853981633974483,5,[0.43645489]
10,1.5707963267948966,1,[0.47664071]
11,1.5707963267948966,2,[0.44316278]
12,1.5707963267948966,3,[0.44064464]
13,1.5707963267948966,4,[0.43881781]
14,1.5707963267948966,5,[0.43857027]
15,4.71238898038469,1,[0.47664071]
16,4.71238898038469,2,[0.44316278]
17,4.71238898038469,3,[0.44064464]
18,4.71238898038469,4,[0.43881781]
19,4.71238898038469,5,[0.43857027]
0,0.0,1,[0.38545517]
1,0.0,2,[0.37628303]
2,0.0,3,[0.37356559]
3,0.0,4,[0.37176119]
4,0.0,5,[0.36968672]
5,0.7853981633974483,1,[0.38863774]
6,0.7853981633974483,2,[0.38863774]
7,0.7853981633974483,3,[0.37330733]
8,0.7853981633974483,4,[0.37189005]
9,0.7853981633974483,5,[0.3689807]
10,1.5707963267948966,1,[0.41987933]
11,1.5707963267948966,2,[0.38016117]
12,1.5707963267948966,3,[0.37394872]
13,1.5707963267948966,4,[0.37094312]
14,1.5707963267948966,5,[0.37066339]
15,4.71238898038469,1,[0.41987933]
16,4.71238898038469,2,[0.38016117]
17,4.71238898038469,3,[0.37394872]
18,4.71238898038469,4,[0.37094312]
19,4.71238898038469,5,[0.37066339]
0,0.0,1,[0.21275459]
1,0.0,2,[0.17537702]
2,0.0,3,[0.16313809]
3,0.0,4,[0.15638758]
4,0.0,5,[0.15077884]
5,0.7853981633974483,1,[0.18242285]
6,0.7853981633974483,2,[0.18242285]
7,0.7853981633974483,3,[0.16054813]
8,0.7853981633974483,4,[0.15454372]
9,0.7853981633974483,5,[0.14855077]
10,1.5707963267948966,1,[0.19585446]
11,1.5707963267948966,2,[0.16267253]
12,1.5707963267948966,3,[0.1536101]
13,1.5707963267948966,4,[0.15086894]
14,1.5707963267948966,5,[0.15022617]
15,4.71238898038469,1,[0.19585446]
16,4.71238898038469,2,[0.16267253]
17,4.71238898038469,3,[0.1536101]
18,4.71238898038469,4,[0.15086894]
19,4.71238898038469,5,[0.15022617]
0,0.0,1,[0.69696827]
1,0.0,2,[0.69180564]
2,0.0,3,[0.68857959]
3,0.0,4,[0.68504488]
4,0.0,5,[0.68175003]
5,0.7853981633974483,1,[0.6939175]
6,0.7853981633974483,2,[0.6939175]
7,0.7853981633974483,3,[0.68534976]
8,0.7853981633974483,4,[0.67869808]
9,0.7853981633974483,5,[0.67224412]
10,1.5707963267948966,1,[0.69831376]
11,1.5707963267948966,2,[0.69197583]
12,1.5707963267948966,3,[0.68794554]
13,1.5707963267948966,4,[0.68467714]
14,1.5707963267948966,5,[0.68146682]
15,4.71238898038469,1,[0.69831376]
16,4.71238898038469,2,[0.69197583]
17,4.71238898038469,3,[0.68794554]
18,4.71238898038469,4,[0.68467714]
19,4.71238898038469,5,[0.68146682]
0,0.0,1,[0.48957447]
1,0.0,2,[0.47161318]
2,0.0,3,[0.46938177]
3,0.0,4,[0.46420612]
4,0.0,5,[0.46240436]
5,0.7853981633974483,1,[0.48258947]
6,0.7853981633974483,2,[0.48258947]
7,0.7853981633974483,3,[0.45854643]
8,0.7853981633974483,4,[0.4490343]
9,0.7853981633974483,5,[0.43968271]
10,1.5707963267948966,1,[0.50569837]
11,1.5707963267948966,2,[0.47013081]
12,1.5707963267948966,3,[0.45524362]
13,1.5707963267948966,4,[0.44807255]
14,1.5707963267948966,5,[0.44282903]
15,4.71238898038469,1,[0.50569837]
16,4.71238898038469,2,[0.47013081]
17,4.71238898038469,3,[0.45524362]
18,4.71238898038469,4,[0.44807255]
19,4.71238898038469,5,[0.44282903]
0,0.0,1,[0.10840702]
1,0.0,2,[0.09795838]
2,0.0,3,[0.09570631]
3,0.0,4,[0.09333665]
4,0.0,5,[0.09074821]
5,0.7853981633974483,1,[0.10743215]
6,0.7853981633974483,2,[0.10743215]
7,0.7853981633974483,3,[0.1053179]
8,0.7853981633974483,4,[0.10823954]
9,0.7853981633974483,5,[0.11075812]
10,1.5707963267948966,1,[0.10503212]
11,1.5707963267948966,2,[0.1002651]
12,1.5707963267948966,3,[0.10127262]
13,1.5707963267948966,4,[0.10167514]
14,1.5707963267948966,5,[0.09793827]
15,4.71238898038469,1,[0.10503212]
16,4.71238898038469,2,[0.1002651]
17,4.71238898038469,3,[0.10127262]
18,4.71238898038469,4,[0.10167514]
19,4.71238898038469,5,[0.09793827]
0,0.0,1,[0.30221677]
1,0.0,2,[0.29838428]
2,0.0,3,[0.29431377]
3,0.0,4,[0.29038609]
4,0.0,5,[0.28765998]
5,0.7853981633974483,1,[0.31159107]
6,0.7853981633974483,2,[0.31159107]
7,0.7853981633974483,3,[0.29193756]
8,0.7853981633974483,4,[0.28340264]
9,0.7853981633974483,5,[0.27763052]
10,1.5707963267948966,1,[0.30475612]
11,1.5707963267948966,2,[0.29588926]
12,1.5707963267948966,3,[0.29182867]
13,1.5707963267948966,4,[0.28783096]
14,1.5707963267948966,5,[0.28523342]
15,4.71238898038469,1,[0.30475612]
16,4.71238898038469,2,[0.29588926]
17,4.71238898038469,3,[0.29182867]
18,4.71238898038469,4,[0.28783096]
19,4.71238898038469,5,[0.28523342]
0,0.0,1,[0.21699072]
1,0.0,2,[0.21804181]
2,0.0,3,[0.21525776]
3,0.0,4,[0.2137635]
4,0.0,5,[0.21291076]
5,0.7853981633974483,1,[0.22213651]
6,0.7853981633974483,2,[0.22213651]
7,0.7853981633974483,3,[0.21363658]
8,0.7853981633974483,4,[0.20973197]
9,0.7853981633974483,5,[0.20761677]
10,1.5707963267948966,1,[0.22912987]
11,1.5707963267948966,2,[0.21363995]
12,1.5707963267948966,3,[0.21089661]
13,1.5707963267948966,4,[0.20832489]
14,1.5707963267948966,5,[0.20819769]
15,4.71238898038469,1,[0.22912987]
16,4.71238898038469,2,[0.21363995]
17,4.71238898038469,3,[0.21089661]
18,4.71238898038469,4,[0.20832489]
19,4.71238898038469,5,[0.20819769]
0,0.0,1,[0.14026945]
1,0.0,2,[0.12746214]
2,0.0,3,[0.12376844]
3,0.0,4,[0.12637756]
4,0.0,5,[0.12261567]
5,0.7853981633974483,1,[0.12217797]
6,0.7853981633974483,2,[0.12217797]
7,0.7853981633974483,3,[0.12866584]
8,0.7853981633974483,4,[0.12640929]
9,0.7853981633974483,5,[0.13240627]
10,1.5707963267948966,1,[0.12367352]
11,1.5707963267948966,2,[0.12139111]
12,1.5707963267948966,3,[0.12773094]
13,1.5707963267948966,4,[0.12629344]
14,1.5707963267948966,5,[0.13082124]
15,4.71238898038469,1,[0.12367352]
16,4.71238898038469,2,[0.12139111]
17,4.71238898038469,3,[0.12773094]
18,4.71238898038469,4,[0.12629344]
19,4.71238898038469,5,[0.13082124]
0,0.0,1,[0.38378284]
1,0.0,2,[0.38364506]
2,0.0,3,[0.38142288]
3,0.0,4,[0.38102147]
4,0.0,5,[0.38204271]
5,0.7853981633974483,1,[0.40858697]
6,0.7853981633974483,2,[0.40858697]
7,0.7853981633974483,3,[0.38665286]
8,0.7853981633974483,4,[0.38229119]
9,0.7853981633974483,5,[0.38234179]
10,1.5707963267948966,1,[0.3902831]
11,1.5707963267948966,2,[0.38192698]
12,1.5707963267948966,3,[0.38207963]
13,1.5707963267948966,4,[0.38252235]
14,1.5707963267948966,5,[0.38150403]
15,4.71238898038469,1,[0.3902831]
16,4.71238898038469,2,[0.38192698]
17,4.71238898038469,3,[0.38207963]
18,4.71238898038469,4,[0.38252235]
19,4.71238898038469,5,[0.38150403]
0,0.0,1,[0.36399407]
1,0.0,2,[0.36440462]
2,0.0,3,[0.36123266]
3,0.0,4,[0.35967143]
4,0.0,5,[0.35953978]
5,0.7853981633974483,1,[0.37291192]
6,0.7853981633974483,2,[0.37291192]
7,0.7853981633974483,3,[0.36249422]
8,0.7853981633974483,4,[0.36125289]
9,0.7853981633974483,5,[0.35910201]
10,1.5707963267948966,1,[0.38770822]
11,1.5707963267948966,2,[0.36305798]
12,1.5707963267948966,3,[0.36133213]
13,1.5707963267948966,4,[0.36119435]
14,1.5707963267948966,5,[0.35978713]
15,4.71238898038469,1,[0.38770822]
16,4.71238898038469,2,[0.36305798]
17,4.71238898038469,3,[0.36133213]
18,4.71238898038469,4,[0.36119435]
19,4.71238898038469,5,[0.35978713]
0,0.0,1,[0.12741605]
1,0.0,2,[0.11120573]
2,0.0,3,[0.10907663]
3,0.0,4,[0.11076121]
4,0.0,5,[0.10862488]
5,0.7853981633974483,1,[0.10923053]
6,0.7853981633974483,2,[0.10923053]
7,0.7853981633974483,3,[0.10892673]
8,0.7853981633974483,4,[0.11046444]
9,0.7853981633974483,5,[0.11132638]
10,1.5707963267948966,1,[0.11134406]
11,1.5707963267948966,2,[0.10668632]
12,1.5707963267948966,3,[0.10984192]
13,1.5707963267948966,4,[0.10687307]
14,1.5707963267948966,5,[0.10801931]
15,4.71238898038469,1,[0.11134406]
16,4.71238898038469,2,[0.10668632]
17,4.71238898038469,3,[0.10984192]
18,4.71238898038469,4,[0.10687307]
19,4.71238898038469,5,[0.10801931]
0,0.0,1,[0.10117322]
1,0.0,2,[0.09326124]
2,0.0,3,[0.09228187]
3,0.0,4,[0.09163483]
4,0.0,5,[0.09088164]
5,0.7853981633974483,1,[0.09999846]
6,0.7853981633974483,2,[0.09999846]
7,0.7853981633974483,3,[0.09125823]
8,0.7853981633974483,4,[0.08743325]
9,0.7853981633974483,5,[0.08408131]
10,1.5707963267948966,1,[0.09785142]
11,1.5707963267948966,2,[0.09068346]
12,1.5707963267948966,3,[0.08865511]
13,1.5707963267948966,4,[0.08700715]
14,1.5707963267948966,5,[0.08490393]
15,4.71238898038469,1,[0.09785142]
16,4.71238898038469,2,[0.09068346]
17,4.71238898038469,3,[0.08865511]
18,4.71238898038469,4,[0.08700715]
19,4.71238898038469,5,[0.08490393]
0,0.0,1,[0.07545597]
1,0.0,2,[0.06788671]
2,0.0,3,[0.06613949]
3,0.0,4,[0.06516991]
4,0.0,5,[0.06408122]
5,0.7853981633974483,1,[0.06875986]
6,0.7853981633974483,2,[0.06875986]
7,0.7853981633974483,3,[0.06297884]
8,0.7853981633974483,4,[0.05927305]
9,0.7853981633974483,5,[0.05667479]
10,1.5707963267948966,1,[0.07218458]
11,1.5707963267948966,2,[0.06388673]
12,1.5707963267948966,3,[0.06086154]
13,1.5707963267948966,4,[0.05856898]
14,1.5707963267948966,5,[0.05644698]
15,4.71238898038469,1,[0.07218458]
16,4.71238898038469,2,[0.06388673]
17,4.71238898038469,3,[0.06086154]
18,4.71238898038469,4,[0.05856898]
