,angle,distance,energy
13,1.5707963267948966,4,[0.11609468]
14,1.5707963267948966,5,[0.11665962]
15,4.71238898038469,1,[0.11625188]
16,4.71238898038469,2,[0.11513394]
17,4.71238898038469,3,[0.1199389]
18,4.71238898038469,4,[0.11609468]
19,4.71238898038469,5,[0.11665962]
0,0.0,1,[0.68716915]
1,0.0,2,[0.68391027]
2,0.0,3,[0.68288906]
3,0.0,4,[0.68167159]
4,0.0,5,[0.68038956]
5,0.7853981633974483,1,[0.68863226]
6,0.7853981633974483,2,[0.68863226]
7,0.7853981633974483,3,[0.68262891]
8,0.7853981633974483,4,[0.67724963]
9,0.7853981633974483,5,[0.6743155]
10,1.5707963267948966,1,[0.68769847]
11,1.5707963267948966,2,[0.68488725]
12,1.5707963267948966,3,[0.68548374]
13,1.5707963267948966,4,[0.68083524]
14,1.5707963267948966,5,[0.68007256]
15,4.71238898038469,1,[0.68769847]
16,4.71238898038469,2,[0.68488725]
17,4.71238898038469,3,[0.68548374]
18,4.71238898038469,4,[0.68083524]
19,4.71238898038469,5,[0.68007256]
0,0.0,1,[0.26509214]
1,0.0,2,[0.25935449]
2,0.0,3,[0.25656245]
3,0.0,4,[0.25657729]
4,0.0,5,[0.2570749]
5,0.7853981633974483,1,[0.25808061]
6,0.7853981633974483,2,[0.25808061]
7,0.7853981633974483,3,[0.25226869]
8,0.7853981633974483,4,[0.24725773]
9,0.7853981633974483,5,[0.24373727]
10,1.5707963267948966,1,[0.26808176]
11,1.5707963267948966,2,[0.25380358]
12,1.5707963267948966,3,[0.25087551]
13,1.5707963267948966,4,[0.24640343]
14,1.5707963267948966,5,[0.2436824]
15,4.71238898038469,1,[0.26808176]
16,4.71238898038469,2,[0.25380358]
17,4.71238898038469,3,[0.25087551]
18,4.71238898038469,4,[0.24640343]
19,4.71238898038469,5,[0.2436824]
0,0.0,1,[0.30662661]
1,0.0,2,[0.2707079]
2,0.0,3,[0.25210716]
3,0.0,4,[0.24550052]
4,0.0,5,[0.24257736]
5,0.7853981633974483,1,[0.26466553]
6,0.7853981633974483,2,[0.26466553]
7,0.7853981633974483,3,[0.24435396]
8,0.7853981633974483,4,[0.2377192]
9,0.7853981633974483,5,[0.2275772]
10,1.5707963267948966,1,[0.26945699]
11,1.5707963267948966,2,[0.24923524]
12,1.5707963267948966,3,[0.25116674]
13,1.5707963267948966,4,[0.24340407]
14,1.5707963267948966,5,[0.23575236]
15,4.71238898038469,1,[0.26945699]
16,4.71238898038469,2,[0.24923524]
17,4.71238898038469,3,[0.25116674]
18,4.71238898038469,4,[0.24340407]
19,4.71238898038469,5,[0.23575236]
0,0.0,1,[0.71224171]
1,0.0,2,[0.70815521]
2,0.0,3,[0.70487808]
3,0.0,4,[0.70146658]
4,0.0,5,[0.69818961]
5,0.7853981633974483,1,[0.71172427]
6,0.7853981633974483,2,[0.71172427]
7,0.7853981633974483,3,[0.7021091]
8,0.7853981633974483,4,[0.69526722]
9,0.7853981633974483,5,[0.68879675]
10,1.5707963267948966,1,[0.71368418]
11,1.5707963267948966,2,[0.70839631]
12,1.5707963267948966,3,[0.70484254]
13,1.5707963267948966,4,[0.7015164]
14,1.5707963267948966,5,[0.69854606]
15,4.71238898038469,1,[0.71368418]
16,4.71238898038469,2,[0.70839631]
17,4.71238898038469,3,[0.70484254]
18,4.71238898038469,4,[0.7015164]
19,4.71238898038469,5,[0.69854606]
0,0.0,1,[0.61858258]
1,0.0,2,[0.60411409]
2,0.0,3,[0.60367199]
3,0.0,4,[0.60129535]
4,0.0,5,[0.59963461]
5,0.7853981633974483,1,[0.62760009]
6,0.7853981633974483,2,[0.62760009]
7,0.7853981633974483,3,[0.60489516]
8,0.7853981633974483,4,[0.59737999]
9,0.7853981633974483,5,[0.59452885]
10,1.5707963267948966,1,[0.63810027]
11,1.5707963267948966,2,[0.6086479]
12,1.5707963267948966,3,[0.5997645]
13,1.5707963267948966,4,[0.59527019]
14,1.5707963267948966,5,[0.59379773]
15,4.71238898038469,1,[0.63810027]
16,4.71238898038469,2,[0.6086479]
17,4.71238898038469,3,[0.5997645]
18,4.71238898038469,4,[0.59527019]
19,4.71238898038469,5,[0.59379773]
0,0.0,1,[0.11988806]
1,0.0,2,[0.1083868]
2,0.0,3,[0.10268719]
3,0.0,4,[0.10155274]
4,0.0,5,[0.10236677]
5,0.7853981633974483,1,[0.10518518]
6,0.7853981633974483,2,[0.10518518]
7,0.7853981633974483,3,[0.10462101]
8,0.7853981633974483,4,[0.10147833]
9,0.7853981633974483,5,[0.10340465]
10,1.5707963267948966,1,[0.10871357]
11,1.5707963267948966,2,[0.10509893]
12,1.5707963267948966,3,[0.10486768]
13,1.5707963267948966,4,[0.10409027]
14,1.5707963267948966,5,[0.10269362]
15,4.71238898038469,1,[0.10871357]
16,4.71238898038469,2,[0.10509893]
17,4.71238898038469,3,[0.10486768]
18,4.71238898038469,4,[0.10409027]
19,4.71238898038469,5,[0.10269362]
0,0.0,1,[0.26388448]
1,0.0,2,[0.26005444]
2,0.0,3,[0.2584243]
3,0.0,4,[0.25729793]
4,0.0,5,[0.25699327]
5,0.7853981633974483,1,[0.26540834]
6,0.7853981633974483,2,[0.26540834]
7,0.7853981633974483,3,[0.25835081]
8,0.7853981633974483,4,[0.25504475]
9,0.7853981633974483,5,[0.25293691]
10,1.5707963267948966,1,[0.29175293]
11,1.5707963267948966,2,[0.26332628]
12,1.5707963267948966,3,[0.25656368]
13,1.5707963267948966,4,[0.25508483]
14,1.5707963267948966,5,[0.25332734]
15,4.71238898038469,1,[0.29175293]
16,4.71238898038469,2,[0.26332628]
17,4.71238898038469,3,[0.25656368]
18,4.71238898038469,4,[0.25508483]
19,4.71238898038469,5,[0.25332734]
0,0.0,1,[0.20454793]
1,0.0,2,[0.20262939]
2,0.0,3,[0.20032585]
3,0.0,4,[0.19959206]
4,0.0,5,[0.19975435]
5,0.7853981633974483,1,[0.20072183]
6,0.7853981633974483,2,[0.20072183]
7,0.7853981633974483,3,[0.19489463]
8,0.7853981633974483,4,[0.1906561]
9,0.7853981633974483,5,[0.18782716]
10,1.5707963267948966,1,[0.22738893]
11,1.5707963267948966,2,[0.19982662]
12,1.5707963267948966,3,[0.19244774]
13,1.5707963267948966,4,[0.18937788]
14,1.5707963267948966,5,[0.18687415]
15,4.71238898038469,1,[0.22738893]
16,4.71238898038469,2,[0.19982662]
17,4.71238898038469,3,[0.19244774]
18,4.71238898038469,4,[0.18937788]
19,4.71238898038469,5,[0.18687415]
0,0.0,1,[0.15598372]
1,0.0,2,[0.13992912]
2,0.0,3,[0.13372246]
3,0.0,4,[0.13103474]
4,0.0,5,[0.12731748]
5,0.7853981633974483,1,[0.14703614]
6,0.7853981633974483,2,[0.14703614]
7,0.7853981633974483,3,[0.13698985]
8,0.7853981633974483,4,[0.13148841]
9,0.7853981633974483,5,[0.12257497]
10,1.5707963267948966,1,[0.14911051]
11,1.5707963267948966,2,[0.1331527]
12,1.5707963267948966,3,[0.12581227]
13,1.5707963267948966,4,[0.11810207]
14,1.5707963267948966,5,[0.11361512]
15,4.71238898038469,1,[0.14911051]
16,4.71238898038469,2,[0.1331527]
17,4.71238898038469,3,[0.12581227]
18,4.71238898038469,4,[0.11810207]
19,4.71238898038469,5,[0.11361512]
0,0.0,1,[0.50903805]
1,0.0,2,[0.50515997]
2,0.0,3,[0.50214826]
3,0.0,4,[0.49893257]
4,0.0,5,[0.49617582]
5,0.7853981633974483,1,[0.524196]
6,0.7853981633974483,2,[0.524196]
7,0.7853981633974483,3,[0.50200002]
8,0.7853981633974483,4,[0.49353691]
9,0.7853981633974483,5,[0.48623877]
10,1.5707963267948966,1,[0.5188962]
11,1.5707963267948966,2,[0.50434204]
12,1.5707963267948966,3,[0.50068648]
13,1.5707963267948966,4,[0.49817716]
14,1.5707963267948966,5,[0.49496033]
15,4.71238898038469,1,[0.5188962]
16,4.71238898038469,2,[0.50434204]
17,4.71238898038469,3,[0.50068648]
18,4.71238898038469,4,[0.49817716]
19,4.71238898038469,5,[0.49496033]
0,0.0,1,[0.60424823]
1,0.0,2,[0.60671451]
2,0.0,3,[0.60117852]
3,0.0,4,[0.60069769]
4,0.0,5,[0.60154113]
5,0.7853981633974483,1,[0.61392362]
6,0.7853981633974483,2,[0.61392362]
7,0.7853981633974483,3,[0.60361977]
8,0.7853981633974483,4,[0.60538238]
9,0.7853981633974483,5,[0.60350486]
10,1.5707963267948966,1,[0.6385757]
11,1.5707963267948966,2,[0.60794411]
12,1.5707963267948966,3,[0.6047998]
13,1.5707963267948966,4,[0.6048757]
14,1.5707963267948966,5,[0.6046467]
15,4.71238898038469,1,[0.6385757]
16,4.71238898038469,2,[0.60794411]
17,4.71238898038469,3,[0.6047998]
18,4.71238898038469,4,[0.6048757]
19,4.71238898038469,5,[0.6046467]
0,0.0,1,[0.17530453]
1,0.0,2,[0.15448885]
2,0.0,3,[0.14842782]
3,0.0,4,[0.14849196]
4,0.0,5,[0.1509622]
5,0.7853981633974483,1,[0.15840281]
6,0.7853981633974483,2,[0.15840281]
7,0.7853981633974483,3,[0.16643203]
8,0.7853981633974483,4,[0.16303622]
9,0.7853981633974483,5,[0.16332955]
10,1.5707963267948966,1,[0.1572844]
11,1.5707963267948966,2,[0.15067256]
12,1.5707963267948966,3,[0.15236692]
13,1.5707963267948966,4,[0.14573024]
14,1.5707963267948966,5,[0.14394128]
15,4.71238898038469,1,[0.1572844]
16,4.71238898038469,2,[0.15067256]
17,4.71238898038469,3,[0.15236692]
18,4.71238898038469,4,[0.14573024]
19,4.71238898038469,5,[0.14394128]
0,0.0,1,[0.45464925]
1,0.0,2,[0.45445647]
2,0.0,3,[0.45300542]
3,0.0,4,[0.45110812]
4,0.0,5,[0.45235941]
5,0.7853981633974483,1,[0.46762368]
6,0.7853981633974483,2,[0.46762368]
7,0.7853981633974483,3,[0.45268937]
8,0.7853981633974483,4,[0.45273438]
9,0.7853981633974483,5,[0.45362748]
10,1.5707963267948966,1,[0.48382528]
11,1.5707963267948966,2,[0.45366489]
12,1.5707963267948966,3,[0.45177424]
13,1.5707963267948966,4,[0.45340551]
14,1.5707963267948966,5,[0.45183136]
15,4.71238898038469,1,[0.48382528]
16,4.71238898038469,2,[0.45366489]
17,4.71238898038469,3,[0.45177424]
18,4.71238898038469,4,[0.45340551]
19,4.71238898038469,5,[0.45183136]
0,0.0,1,[0.4406916]
1,0.0,2,[0.44051279]
2,0.0,3,[0.43551671]
3,0.0,4,[0.4308883]
4,0.0,5,[0.42928314]
5,0.7853981633974483,1,[0.44206459]
6,0.7853981633974483,2,[0.44206459]
7,0.7853981633974483,3,[0.43494345]
8,0.7853981633974483,4,[0.43047099]
9,0.7853981633974483,5,[0.42830538]
10,1.5707963267948966,1,[0.47886149]
11,1.5707963267948966,2,[0.43812342]
12,1.5707963267948966,3,[0.43311156]
13,1.5707963267948966,4,[0.43152021]
14,1.5707963267948966,5,[0.42875817]
15,4.71238898038469,1,[0.47886149]
16,4.71238898038469,2,[0.43812342]
17,4.71238898038469,3,[0.43311156]
18,4.71238898038469,4,[0.43152021]
19,4.71238898038469,5,[0.42875817]
0,0.0,1,[0.16006876]
1,0.0,2,[0.14172503]
2,0.0,3,[0.13362692]
3,0.0,4,[0.13271553]
4,0.0,5,[0.13331387]
5,0.7853981633974483,1,[0.15592284]
6,0.7853981633974483,2,[0.15592284]
7,0.7853981633974483,3,[0.14855809]
8,0.7853981633974483,4,[0.14255729]
9,0.7853981633974483,5,[0.14166364]
10,1.5707963267948966,1,[0.15709236]
11,1.5707963267948966,2,[0.14080022]
12,1.5707963267948966,3,[0.13590018]
13,1.5707963267948966,4,[0.13206011]
14,1.5707963267948966,5,[0.12849252]
15,4.71238898038469,1,[0.15709236]
16,4.71238898038469,2,[0.14080022]
17,4.71238898038469,3,[0.13590018]
18,4.71238898038469,4,[0.13206011]
19,4.71238898038469,5,[0.12849252]
0,0.0,1,[0.67463469]
1,0.0,2,[0.67180298]
2,0.0,3,[0.66869116]
3,0.0,4,[0.66527558]
4,0.0,5,[0.66236674]
5,0.7853981633974483,1,[0.673423]
6,0.7853981633974483,2,[0.673423]
7,0.7853981633974483,3,[0.66598802]
8,0.7853981633974483,4,[0.65953257]
9,0.7853981633974483,5,[0.65308273]
10,1.5707963267948966,1,[0.67655026]
11,1.5707963267948966,2,[0.6718239]
12,1.5707963267948966,3,[0.66873267]
13,1.5707963267948966,4,[0.66583833]
14,1.5707963267948966,5,[0.66273956]
15,4.71238898038469,1,[0.67655026]
16,4.71238898038469,2,[0.6718239]
17,4.71238898038469,3,[0.66873267]
18,4.71238898038469,4,[0.66583833]
19,4.71238898038469,5,[0.66273956]
0,0.0,1,[0.43685194]
1,0.0,2,[0.44058515]
2,0.0,3,[0.43668576]
3,0.0,4,[0.43442453]
4,0.0,5,[0.43479622]
5,0.7853981633974483,1,[0.44094861]
6,0.7853981633974483,2,[0.44094861]
7,0.7853981633974483,3,[0.43778353]
8,0.7853981633974483,4,[0.43462598]
9,0.7853981633974483,5,[0.43006252]
10,1.5707963267948966,1,[0.46870559]
11,1.5707963267948966,2,[0.44105441]
12,1.5707963267948966,3,[0.43654942]
13,1.5707963267948966,4,[0.4347183]
14,1.5707963267948966,5,[0.43371997]
15,4.71238898038469,1,[0.46870559]
16,4.71238898038469,2,[0.44105441]
17,4.71238898038469,3,[0.43654942]
18,4.71238898038469,4,[0.4347183]
19,4.71238898038469,5,[0.43371997]
0,0.0,1,[0.20699396]
1,0.0,2,[0.17341557]
2,0.0,3,[0.1615197]
3,0.0,4,[0.15225011]
4,0.0,5,[0.14655051]
5,0.7853981633974483,1,[0.1796228]
6,0.7853981633974483,2,[0.1796228]
7,0.7853981633974483,3,[0.16512107]
8,0.7853981633974483,4,[0.15992368]
9,0.7853981633974483,5,[0.15311191]
10,1.5707963267948966,1,[0.18684178]
11,1.5707963267948966,2,[0.16162629]
12,1.5707963267948966,3,[0.15691128]
13,1.5707963267948966,4,[0.14913603]
14,1.5707963267948966,5,[0.14397352]
15,4.71238898038469,1,[0.18684178]
16,4.71238898038469,2,[0.16162629]
17,4.71238898038469,3,[0.15691128]
18,4.71238898038469,4,[0.14913603]
19,4.71238898038469,5,[0.14397352]
0,0.0,1,[0.71319239]
1,0.0,2,[0.70769476]
2,0.0,3,[0.70458938]
3,0.0,4,[0.70159204]
4,0.0,5,[0.69838158]
5,0.7853981633974483,1,[0.7111702]
6,0.7853981633974483,2,[0.7111702]
7,0.7853981633974483,3,[0.70308853]
8,0.7853981633974483,4,[0.69646224]
9,0.7853981633974483,5,[0.68995327]
10,1.5707963267948966,1,[0.71589011]
11,1.5707963267948966,2,[0.70905057]
12,1.5707963267948966,3,[0.70490134]
13,1.5707963267948966,4,[0.70172849]
14,1.5707963267948966,5,[0.69891616]
15,4.71238898038469,1,[0.71589011]
16,4.71238898038469,2,[0.70905057]
17,4.71238898038469,3,[0.70490134]
18,4.71238898038469,4,[0.70172849]
19,4.71238898038469,5,[0.69891616]
0,0.0,1,[0.56536701]
1,0.0,2,[0.54060747]
2,0.0,3,[0.53524248]
3,0.0,4,[0.53366018]
4,0.0,5,[0.53167994]
5,0.7853981633974483,1,[0.56276241]
6,0.7853981633974483,2,[0.56276241]
7,0.7853981633974483,3,[0.53738888]
8,0.7853981633974483,4,[0.52863146]
9,0.7853981633974483,5,[0.52136972]
10,1.5707963267948966,1,[0.59168497]
11,1.5707963267948966,2,[0.55242226]
12,1.5707963267948966,3,[0.53420743]
13,1.5707963267948966,4,[0.52654627]
14,1.5707963267948966,5,[0.52306148]
15,4.71238898038469,1,[0.59168497]
16,4.71238898038469,2,[0.55242226]
17,4.71238898038469,3,[0.53420743]
18,4.71238898038469,4,[0.52654627]
19,4.71238898038469,5,[0.52306148]
0,0.0,1,[0.45549098]
1,0.0,2,[0.4165588]
2,0.0,3,[0.40740912]
3,0.0,4,[0.38660958]
4,0.0,5,[0.38394242]
5,0.7853981633974483,1,[0.42785105]
6,0.7853981633974483,2,[0.42785105]
7,0.7853981633974483,3,[0.42197648]
8,0.7853981633974483,4,[0.40841142]
9,0.7853981633974483,5,[0.41272385]
10,1.5707963267948966,1,[0.43413388]
11,1.5707963267948966,2,[0.40144957]
12,1.5707963267948966,3,[0.38896987]
13,1.5707963267948966,4,[0.38698994]
14,1.5707963267948966,5,[0.37799381]
15,4.71238898038469,1,[0.43413388]
16,4.71238898038469,2,[0.40144957]
17,4.71238898038469,3,[0.38896987]
18,4.71238898038469,4,[0.38698994]
19,4.71238898038469,5,[0.37799381]
0,0.0,1,[0.72670083]
1,0.0,2,[0.72112814]
2,0.0,3,[0.71756498]
3,0.0,4,[0.71423515]
4,0.0,5,[0.71081214]
5,0.7853981633974483,1,[0.72626753]
6,0.7853981633974483,2,[0.72626753]
7,0.7853981633974483,3,[0.71732747]
8,0.7853981633974483,4,[0.70979296]
9,0.7853981633974483,5,[0.70277749]
10,1.5707963267948966,1,[0.72709528]
11,1.5707963267948966,2,[0.72131966]
12,1.5707963267948966,3,[0.71770223]
13,1.5707963267948966,4,[0.71441203]
14,1.5707963267948966,5,[0.7115211]
15,4.71238898038469,1,[0.72709528]
16,4.71238898038469,2,[0.72131966]
17,4.71238898038469,3,[0.71770223]
18,4.71238898038469,4,[0.71441203]
19,4.71238898038469,5,[0.7115211]
0,0.0,1,[0.72470591]
1,0.0,2,[0.71111589]
2,0.0,3,[0.70869128]
3,0.0,4,[0.70884577]
4,0.0,5,[0.70825485]
5,0.7853981633974483,1,[0.73433737]
6,0.7853981633974483,2,[0.73433737]
7,0.7853981633974483,3,[0.71946731]
8,0.7853981633974483,4,[0.71253951]
9,0.7853981633974483,5,[0.70794172]
10,1.5707963267948966,1,[0.73471882]
11,1.5707963267948966,2,[0.71480812]
12,1.5707963267948966,3,[0.70907853]
13,1.5707963267948966,4,[0.70649946]
14,1.5707963267948966,5,[0.70525352]
15,4.71238898038469,1,[0.73471882]
16,4.71238898038469,2,[0.71480812]
17,4.71238898038469,3,[0.70907853]
18,4.71238898038469,4,[0.70649946]
19,4.71238898038469,5,[0.70525352]
0,0.0,1,[0.24876097]
1,0.0,2,[0.2092505]
2,0.0,3,[0.19801533]
3,0.0,4,[0.19768935]
4,0.0,5,[0.1956152]
5,0.7853981633974483,1,[0.19982354]
6,0.7853981633974483,2,[0.19982354]
7,0.7853981633974483,3,[0.19186092]
8,0.7853981633974483,4,[0.18636881]
9,0.7853981633974483,5,[0.17803342]
10,1.5707963267948966,1,[0.20207688]
11,1.5707963267948966,2,[0.19360635]
12,1.5707963267948966,3,[0.18536936]
13,1.5707963267948966,4,[0.18150225]
14,1.5707963267948966,5,[0.17698399]
15,4.71238898038469,1,[0.20207688]
16,4.71238898038469,2,[0.19360635]
17,4.71238898038469,3,[0.18536936]
18,4.71238898038469,4,[0.18150225]
19,4.71238898038469,5,[0.17698399]
0,0.0,1,[0.69722762]
1,0.0,2,[0.69294454]
2,0.0,3,[0.68996918]
3,0.0,4,[0.68684334]
4,0.0,5,[0.68362483]
5,0.7853981633974483,1,[0.69682101]
6,0.7853981633974483,2,[0.69682101]
7,0.7853981633974483,3,[0.68777134]
8,0.7853981633974483,4,[0.68125636]
9,0.7853981633974483,5,[0.67538117]
10,1.5707963267948966,1,[0.69928223]
11,1.5707963267948966,2,[0.69361357]
12,1.5707963267948966,3,[0.69023557]
13,1.5707963267948966,4,[0.68706179]
14,1.5707963267948966,5,[0.68408485]
15,4.71238898038469,1,[0.69928223]
16,4.71238898038469,2,[0.69361357]
17,4.71238898038469,3,[0.69023557]
18,4.71238898038469,4,[0.68706179]
19,4.71238898038469,5,[0.68408485]
0,0.0,1,[0.4499161]
1,0.0,2,[0.43036436]
2,0.0,3,[0.42640399]
3,0.0,4,[0.42104887]
4,0.0,5,[0.41751087]
5,0.7853981633974483,1,[0.45485185]
6,0.7853981633974483,2,[0.45485185]
7,0.7853981633974483,3,[0.41886478]
8,0.7853981633974483,4,[0.40665325]
9,0.7853981633974483,5,[0.40100335]
10,1.5707963267948966,1,[0.48107024]
11,1.5707963267948966,2,[0.4339322]
12,1.5707963267948966,3,[0.41583146]
13,1.5707963267948966,4,[0.40803238]
14,1.5707963267948966,5,[0.40329719]
15,4.71238898038469,1,[0.48107024]
16,4.71238898038469,2,[0.4339322]
17,4.71238898038469,3,[0.41583146]
18,4.71238898038469,4,[0.40803238]
19,4.71238898038469,5,[0.40329719]
0,0.0,1,[0.10017776]
1,0.0,2,[0.08633611]
2,0.0,3,[0.08162395]
3,0.0,4,[0.07751688]
4,0.0,5,[0.07565369]
5,0.7853981633974483,1,[0.08852441]
6,0.7853981633974483,2,[0.08852441]
7,0.7853981633974483,3,[0.0815989]
8,0.7853981633974483,4,[0.07723383]
9,0.7853981633974483,5,[0.07298211]
10,1.5707963267948966,1,[0.09354092]
11,1.5707963267948966,2,[0.08821074]
12,1.5707963267948966,3,[0.08481066]
13,1.5707963267948966,4,[0.08272929]
14,1.5707963267948966,5,[0.08266178]
15,4.71238898038469,1,[0.09354092]
16,4.71238898038469,2,[0.08821074]
17,4.71238898038469,3,[0.08481066]
18,4.71238898038469,4,[0.08272929]
19,4.71238898038469,5,[0.08266178]
0,0.0,1,[0.29052185]
1,0.0,2,[0.29117208]
2,0.0,3,[0.29047403]
3,0.0,4,[0.28677496]
4,0.0,5,[0.28547325]
5,0.7853981633974483,1,[0.31288504]
6,0.7853981633974483,2,[0.31288504]
7,0.7853981633974483,3,[0.28897718]
8,0.7853981633974483,4,[0.28554068]
9,0.7853981633974483,5,[0.28469116]
10,1.5707963267948966,1,[0.30337025]
11,1.5707963267948966,2,[0.28554242]
12,1.5707963267948966,3,[0.28463367]
13,1.5707963267948966,4,[0.28481212]
14,1.5707963267948966,5,[0.28453793]
15,4.71238898038469,1,[0.30337025]
16,4.71238898038469,2,[0.28554242]
17,4.71238898038469,3,[0.28463367]
18,4.71238898038469,4,[0.28481212]
19,4.71238898038469,5,[0.28453793]
0,0.0,1,[0.30743167]
1,0.0,2,[0.31060586]
2,0.0,3,[0.30904063]
3,0.0,4,[0.30527475]
4,0.0,5,[0.30435444]
5,0.7853981633974483,1,[0.31751826]
6,0.7853981633974483,2,[0.31751826]
7,0.7853981633974483,3,[0.30528408]
8,0.7853981633974483,4,[0.30366004]
9,0.7853981633974483,5,[0.30398052]
10,1.5707963267948966,1,[0.33805132]
11,1.5707963267948966,2,[0.30655748]
12,1.5707963267948966,3,[0.30372921]
13,1.5707963267948966,4,[0.30305782]
14,1.5707963267948966,5,[0.30207694]
15,4.71238898038469,1,[0.33805132]
16,4.71238898038469,2,[0.30655748]
17,4.71238898038469,3,[0.30372921]
18,4.71238898038469,4,[0.30305782]
19,4.71238898038469,5,[0.30207694]
0,0.0,1,[0.20270166]
1,0.0,2,[0.18981366]
2,0.0,3,[0.18379105]
3,0.0,4,[0.18724777]
4,0.0,5,[0.1767767]
5,0.7853981633974483,1,[0.19452968]
6,0.7853981633974483,2,[0.19452968]
7,0.7853981633974483,3,[0.2045912]
8,0.7853981633974483,4,[0.22821773]
9,0.7853981633974483,5,[0.2078461]
10,1.5707963267948966,1,[0.20902662]
11,1.5707963267948966,2,[0.19505088]
12,1.5707963267948966,3,[0.17173368]
13,1.5707963267948966,4,[0.17427097]
14,1.5707963267948966,5,[0.186339]
15,4.71238898038469,1,[0.20902662]
16,4.71238898038469,2,[0.19505088]
17,4.71238898038469,3,[0.17173368]
18,4.71238898038469,4,[0.17427097]
19,4.71238898038469,5,[0.186339]
0,0.0,1,[0.57276445]
1,0.0,2,[0.5545664]
2,0.0,3,[0.55393866]
3,0.0,4,[0.55224433]
4,0.0,5,[0.54833949]
5,0.7853981633974483,1,[0.58726065]
6,0.7853981633974483,2,[0.58726065]
7,0.7853981633974483,3,[0.55997889]
8,0.7853981633974483,4,[0.55093966]
9,0.7853981633974483,5,[0.54388105]
10,1.5707963267948966,1,[0.58329397]
11,1.5707963267948966,2,[0.55688029]
12,1.5707963267948966,3,[0.55272662]
13,1.5707963267948966,4,[0.5500322]
14,1.5707963267948966,5,[0.54845198]
15,4.71238898038469,1,[0.58329397]
16,4.71238898038469,2,[0.55688029]
17,4.71238898038469,3,[0.55272662]
18,4.71238898038469,4,[0.5500322]
19,4.71238898038469,5,[0.54845198]
0,0.0,1,[0.58986448]
1,0.0,2,[0.57624167]
2,0.0,3,[0.57543443]
3,0.0,4,[0.5727405]
4,0.0,5,[0.57326533]
5,0.7853981633974483,1,[0.59475255]
6,0.7853981633974483,2,[0.59475255]
7,0.7853981633974483,3,[0.58091256]
8,0.7853981633974483,4,[0.57882751]
9,0.7853981633974483,5,[0.57476812]
10,1.5707963267948966,1,[0.61844565]
11,1.5707963267948966,2,[0.5806711]
12,1.5707963267948966,3,[0.57231602]
13,1.5707963267948966,4,[0.56925994]
14,1.5707963267948966,5,[0.56811848]
15,4.71238898038469,1,[0.61844565]
16,4.71238898038469,2,[0.5806711]
17,4.71238898038469,3,[0.57231602]
18,4.71238898038469,4,[0.56925994]
19,4.71238898038469,5,[0.56811848]
0,0.0,1,[0.12639217]
1,0.0,2,[0.10914051]
2,0.0,3,[0.10144137]
3,0.0,4,[0.09744019]
4,0.0,5,[0.09416806]
5,0.7853981633974483,1,[0.11245424]
6,0.7853981633974483,2,[0.11245424]
7,0.7853981633974483,3,[0.10490868]
8,0.7853981633974483,4,[0.10230376]
9,0.7853981633974483,5,[0.09837454]
10,1.5707963267948966,1,[0.10983054]
11,1.5707963267948966,2,[0.10401726]
12,1.5707963267948966,3,[0.1071726]
13,1.5707963267948966,4,[0.10832336]
14,1.5707963267948966,5,[0.10410176]
15,4.71238898038469,1,[0.10983054]
16,4.71238898038469,2,[0.10401726]
17,4.71238898038469,3,[0.1071726]
18,4.71238898038469,4,[0.10832336]
19,4.71238898038469,5,[0.10410176]
0,0.0,1,[0.68183177]
1,0.0,2,[0.67893767]
2,0.0,3,[0.67620637]
3,0.0,4,[0.67343657]
4,0.0,5,[0.67063817]
5,0.7853981633974483,1,[0.67909029]
6,0.7853981633974483,2,[0.67909029]
7,0.7853981633974483,3,[0.67346118]
8,0.7853981633974483,4,[0.66793736]
9,0.7853981633974483,5,[0.66245949]
10,1.5707963267948966,1,[0.68210892]
11,1.5707963267948966,2,[0.6788489]
12,1.5707963267948966,3,[0.67603441]
13,1.5707963267948966,4,[0.67323529]
14,1.5707963267948966,5,[0.67047517]
15,4.71238898038469,1,[0.68210892]
16,4.71238898038469,2,[0.6788489]
17,4.71238898038469,3,[0.67603441]
18,4.71238898038469,4,[0.67323529]
19,4.71238898038469,5,[0.67047517]
0,0.0,1,[0.26934819]
1,0.0,2,[0.26221943]
2,0.0,3,[0.26105304]
3,0.0,4,[0.25855817]
4,0.0,5,[0.25727484]
5,0.7853981633974483,1,[0.26257022]
6,0.7853981633974483,2,[0.26257022]
7,0.7853981633974483,3,[0.24838077]
8,0.7853981633974483,4,[0.23854072]
9,0.7853981633974483,5,[0.23051162]
10,1.5707963267948966,1,[0.28722913]
11,1.5707963267948966,2,[0.25737122]
12,1.5707963267948966,3,[0.24601836]
13,1.5707963267948966,4,[0.23824034]
14,1.5707963267948966,5,[0.23201843]
15,4.71238898038469,1,[0.28722913]
16,4.71238898038469,2,[0.25737122]
17,4.71238898038469,3,[0.24601836]
18,4.71238898038469,4,[0.23824034]
19,4.71238898038469,5,[0.23201843]
0,0.0,1,[0.1593219]
1,0.0,2,[0.1333252]
2,0.0,3,[0.12267761]
3,0.0,4,[0.11740836]
4,0.0,5,[0.11580664]
5,0.7853981633974483,1,[0.14284904]
6,0.7853981633974483,2,[0.14284904]
7,0.7853981633974483,3,[0.1366386]
8,0.7853981633974483,4,[0.13432321]
9,0.7853981633974483,5,[0.13317506]
